LotID,Manufacturer,Type,Name,Production Date,Expiration Date
XD6027,PFIZER,mRNA,COMIRNATY,2020-11-26,2021-05-14
267G57M,MODERNA,mRNA,mRNA-1273,2021-03-30,2021-09-21
HT4316,PFIZER,mRNA,COMIRNATY,2021-03-04,2021-08-29
CG2915,PFIZER,mRNA,COMIRNATY,2021-07-17,2021-12-20
FB8088,PFIZER,mRNA,COMIRNATY,2021-07-04,2021-12-08
IZH8446,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-21,2021-09-03
RD1815,PFIZER,mRNA,COMIRNATY,2021-06-15,2021-10-28
2330073,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-07,2021-09-20
GGI4789,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-23,2021-12-15
8402139,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-03,2021-03-28
RFD1885,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-08-08,2022-01-04
431P50L,MODERNA,mRNA,mRNA-1273,2021-02-16,2021-07-03
BR7502,PFIZER,mRNA,COMIRNATY,2021-06-09,2021-11-13
4597057,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-23,2021-10-19
NXI1587,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-04,2021-09-18
LU6911,PFIZER,mRNA,COMIRNATY,2020-11-25,2021-04-29
UZ9561,PFIZER,mRNA,COMIRNATY,2020-12-04,2021-05-17
2530861,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-17,2022-01-03
ANV8821,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-09,2021-05-25
7052492,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-09,2021-06-01
SCF1901,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-30,2021-06-24
YD7445,PFIZER,mRNA,COMIRNATY,2021-04-23,2021-09-29
YUV2868,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-12,2021-11-19
AZ5761,PFIZER,mRNA,COMIRNATY,2021-05-10,2021-09-24
YC9331,PFIZER,mRNA,COMIRNATY,2021-08-01,2022-01-20
KYL5950,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-06,2021-06-10
8068666,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-23,2022-02-05
DW8186,PFIZER,mRNA,COMIRNATY,2021-01-03,2021-06-03
GL1865,PFIZER,mRNA,COMIRNATY,2021-09-26,2022-03-05
ZC3454,PFIZER,mRNA,COMIRNATY,2021-04-27,2021-09-26
5068829,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-01,2021-11-16
YVP2174,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-21,2021-05-31
JQB3832,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-15,2021-06-09
277Z89B,MODERNA,mRNA,mRNA-1273,2021-06-18,2021-11-17
YM4669,PFIZER,mRNA,COMIRNATY,2021-08-04,2022-01-26
CNT3434,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-08,2021-08-31
UV2620,PFIZER,mRNA,COMIRNATY,2020-11-06,2021-05-02
CV5445,PFIZER,mRNA,COMIRNATY,2021-07-27,2021-12-28
167R18Q,MODERNA,mRNA,mRNA-1273,2021-05-18,2021-10-30
791T26M,MODERNA,mRNA,mRNA-1273,2020-12-29,2021-05-15
127Z41R,MODERNA,mRNA,mRNA-1273,2021-07-09,2021-12-16
XLJ3335,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-08,2022-02-18
DA1514,PFIZER,mRNA,COMIRNATY,2021-02-13,2021-06-28
AAH2049,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-11-21,2021-04-29
3784866,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-14,2021-05-06
KGO4283,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-25,2022-03-11
2598062,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-25,2021-07-22
YLL3726,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-14,2022-03-01
LN3220,PFIZER,mRNA,COMIRNATY,2020-11-07,2021-04-05
8391792,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-04,2021-05-28
954P36Q,MODERNA,mRNA,mRNA-1273,2021-01-17,2021-07-03
DUM4070,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-17,2021-11-06
3932321,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-16,2022-01-30
LMS8173,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-12,2021-07-29
MMZ6486,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-07,2021-07-19
DEM8356,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-03,2021-12-17
9634139,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-21,2021-09-07
613P26R,MODERNA,mRNA,mRNA-1273,2021-06-30,2021-12-05
2210425,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-08,2022-02-17
KL1805,PFIZER,mRNA,COMIRNATY,2021-01-25,2021-07-11
WN2691,PFIZER,mRNA,COMIRNATY,2021-06-20,2021-11-04
DZ8709,PFIZER,mRNA,COMIRNATY,2020-11-18,2021-05-07
CM1269,PFIZER,mRNA,COMIRNATY,2020-11-14,2021-04-20
ZK9075,PFIZER,mRNA,COMIRNATY,2020-11-22,2021-05-04
CSM6710,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-04,2021-06-03
IE5247,PFIZER,mRNA,COMIRNATY,2020-12-01,2021-04-15
JE5168,PFIZER,mRNA,COMIRNATY,2021-05-22,2021-10-12
XHH4842,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-05,2021-09-28
665C75D,MODERNA,mRNA,mRNA-1273,2021-05-31,2021-11-12
653F31J,MODERNA,mRNA,mRNA-1273,2021-01-16,2021-06-14
DJ1118,PFIZER,mRNA,COMIRNATY,2021-09-28,2022-03-15
TQX5690,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-08-23,2022-01-05
EYD1627,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-21,2021-07-20
UR7226,PFIZER,mRNA,COMIRNATY,2021-02-05,2021-07-30
9649354,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-02,2021-06-18
HU9733,PFIZER,mRNA,COMIRNATY,2021-03-22,2021-08-21
XK1334,PFIZER,mRNA,COMIRNATY,2021-05-09,2021-10-13
FE6000,PFIZER,mRNA,COMIRNATY,2021-03-13,2021-08-29
EQK3823,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-08,2021-10-23
7997968,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-08,2022-01-07
1259497,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-05,2021-05-05
266Z89S,MODERNA,mRNA,mRNA-1273,2020-11-19,2021-04-26
GWR8072,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-04,2021-05-28
9487443,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-23,2021-06-13
926W81N,MODERNA,mRNA,mRNA-1273,2021-08-25,2022-02-09
9824240,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-03,2021-03-29
ZA1834,PFIZER,mRNA,COMIRNATY,2021-06-10,2021-12-05
622E80A,MODERNA,mRNA,mRNA-1273,2021-05-22,2021-10-18
708P10B,MODERNA,mRNA,mRNA-1273,2021-04-18,2021-09-26
347Y95K,MODERNA,mRNA,mRNA-1273,2021-05-02,2021-09-16
IPA7509,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-08-12,2022-01-19
EDL6758,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-02,2021-06-09
9174755,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-11,2021-08-07
2391972,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-13,2021-08-11
EU3689,PFIZER,mRNA,COMIRNATY,2021-07-03,2021-12-18
SE7274,PFIZER,mRNA,COMIRNATY,2021-04-30,2021-10-11
868F44I,MODERNA,mRNA,mRNA-1273,2020-11-24,2021-05-17
8583513,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-24,2021-12-17
YAS6005,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-06,2021-12-18
2855533,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-25,2021-10-16
OP8360,PFIZER,mRNA,COMIRNATY,2021-01-22,2021-07-06
YJ8578,PFIZER,mRNA,COMIRNATY,2021-06-15,2021-11-14
HN9102,PFIZER,mRNA,COMIRNATY,2021-04-23,2021-09-20
506O48F,MODERNA,mRNA,mRNA-1273,2021-07-20,2021-12-14
QB1781,PFIZER,mRNA,COMIRNATY,2021-03-03,2021-07-29
120J21V,MODERNA,mRNA,mRNA-1273,2021-01-05,2021-06-03
HH6355,PFIZER,mRNA,COMIRNATY,2020-12-01,2021-04-26
UJ3772,PFIZER,mRNA,COMIRNATY,2021-07-15,2022-01-02
1801308,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-21,2021-10-11
PVO2029,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-23,2021-10-15
GQP1352,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-13,2021-05-20
VP6470,PFIZER,mRNA,COMIRNATY,2021-02-14,2021-08-06
GP9165,PFIZER,mRNA,COMIRNATY,2021-07-08,2021-12-19
VK1987,PFIZER,mRNA,COMIRNATY,2021-07-26,2022-01-21
6716261,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-26,2021-05-15
IGK1316,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-11-21,2021-04-27
YJA3063,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-08-04,2021-12-27
214U25U,MODERNA,mRNA,mRNA-1273,2021-03-29,2021-09-24
BG4360,PFIZER,mRNA,COMIRNATY,2021-05-08,2021-10-13
472O32K,MODERNA,mRNA,mRNA-1273,2021-07-13,2021-12-10
IV5915,PFIZER,mRNA,COMIRNATY,2021-04-11,2021-09-25
DK7988,PFIZER,mRNA,COMIRNATY,2021-06-15,2021-12-07
499O54Z,MODERNA,mRNA,mRNA-1273,2021-06-11,2021-12-03
DA1229,PFIZER,mRNA,COMIRNATY,2021-08-11,2022-01-21
2084096,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-15,2021-12-12
ZL8876,PFIZER,mRNA,COMIRNATY,2021-03-07,2021-07-24
3978737,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-05-08,2021-09-29
161D99V,MODERNA,mRNA,mRNA-1273,2021-01-11,2021-06-01
MR1082,PFIZER,mRNA,COMIRNATY,2021-05-12,2021-10-16
362W75R,MODERNA,mRNA,mRNA-1273,2021-08-11,2022-01-11
PIP5714,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-29,2021-12-04
7308738,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-24,2021-07-01
QX5936,PFIZER,mRNA,COMIRNATY,2020-12-31,2021-05-18
WOH1771,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-30,2021-09-24
6373002,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-16,2021-05-14
DK4883,PFIZER,mRNA,COMIRNATY,2020-12-04,2021-04-26
795G10B,MODERNA,mRNA,mRNA-1273,2021-07-27,2022-01-10
OJY2010,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-30,2021-12-31
343Q27R,MODERNA,mRNA,mRNA-1273,2021-03-04,2021-08-22
3016390,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-01,2021-05-03
DR5278,PFIZER,mRNA,COMIRNATY,2021-09-11,2022-02-01
8381959,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-05-19,2021-10-10
XZ4544,PFIZER,mRNA,COMIRNATY,2021-09-03,2022-01-20
XI6233,PFIZER,mRNA,COMIRNATY,2020-11-01,2021-04-06
9389742,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-03,2021-04-18
174F51M,MODERNA,mRNA,mRNA-1273,2020-11-26,2021-04-18
6013100,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-30,2021-09-25
JZQ3827,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-02,2021-12-23
985W64R,MODERNA,mRNA,mRNA-1273,2020-11-07,2021-04-09
134P61N,MODERNA,mRNA,mRNA-1273,2020-11-15,2021-04-16
3965775,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-25,2022-02-23
WSQ5077,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-24,2021-08-13
QB3776,PFIZER,mRNA,COMIRNATY,2021-01-06,2021-05-25
VIU4953,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-01,2021-07-25
GX5158,PFIZER,mRNA,COMIRNATY,2021-01-05,2021-06-19
TG8617,PFIZER,mRNA,COMIRNATY,2021-01-31,2021-06-26
CTJ7626,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-08-14,2022-01-23
7399942,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-09,2021-08-17
RM4908,PFIZER,mRNA,COMIRNATY,2021-07-24,2021-12-25
6374893,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-06,2021-09-29
9041707,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-03,2021-11-13
911X71B,MODERNA,mRNA,mRNA-1273,2020-11-09,2021-04-18
SPA4403,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-18,2021-09-03
CUH1021,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-08-28,2022-01-29
BAD2065,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-13,2021-05-09
HP7762,PFIZER,mRNA,COMIRNATY,2020-11-13,2021-04-22
223L64Q,MODERNA,mRNA,mRNA-1273,2020-12-19,2021-05-10
834Z81M,MODERNA,mRNA,mRNA-1273,2021-06-05,2021-11-18
309K40R,MODERNA,mRNA,mRNA-1273,2021-09-23,2022-02-11
8663216,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-14,2021-10-29
7710468,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-09,2021-12-20
GWQ4209,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-21,2021-11-08
WJ5077,PFIZER,mRNA,COMIRNATY,2020-11-07,2021-04-01
RK9645,PFIZER,mRNA,COMIRNATY,2021-09-01,2022-01-28
7543813,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-09,2021-05-28
307B30Z,MODERNA,mRNA,mRNA-1273,2021-04-04,2021-09-19
PF8941,PFIZER,mRNA,COMIRNATY,2021-04-29,2021-09-11
KU6182,PFIZER,mRNA,COMIRNATY,2020-12-16,2021-05-22
9502508,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-13,2021-08-04
446U24A,MODERNA,mRNA,mRNA-1273,2021-08-27,2022-02-11
9243276,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-05-29,2021-11-23
7459975,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-21,2021-09-21
212T57O,MODERNA,mRNA,mRNA-1273,2021-04-21,2021-09-27
2872935,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-29,2022-02-16
AF9427,PFIZER,mRNA,COMIRNATY,2021-05-15,2021-10-29
2148501,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-19,2021-06-29
6838237,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-02,2021-10-31
LOJ7158,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-23,2022-03-11
XKB6835,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-31,2022-01-11
7623985,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-05-24,2021-10-30
IS7985,PFIZER,mRNA,COMIRNATY,2020-12-04,2021-05-20
TB4965,PFIZER,mRNA,COMIRNATY,2021-03-14,2021-09-08
PI8633,PFIZER,mRNA,COMIRNATY,2021-09-08,2022-02-19
VCD2614,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-08,2021-12-23
1933881,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-17,2021-05-15
2961234,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-30,2022-03-21
QR3393,PFIZER,mRNA,COMIRNATY,2021-06-23,2021-12-02
584A97R,MODERNA,mRNA,mRNA-1273,2021-05-05,2021-10-08
260G22Z,MODERNA,mRNA,mRNA-1273,2021-07-27,2021-12-29
PHV2944,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-01,2021-10-21
UV3503,PFIZER,mRNA,COMIRNATY,2021-04-25,2021-09-18
3803559,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-23,2021-11-07
8494624,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-27,2021-07-10
5353146,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-11,2022-03-09
HPI4525,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-13,2021-05-13
QVI1400,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-20,2021-07-05
7581855,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-25,2021-06-14
507J79Z,MODERNA,mRNA,mRNA-1273,2021-07-09,2021-12-06
688U34X,MODERNA,mRNA,mRNA-1273,2021-03-10,2021-08-20
910B96J,MODERNA,mRNA,mRNA-1273,2021-04-15,2021-09-29
LV8963,PFIZER,mRNA,COMIRNATY,2021-03-21,2021-08-10
JBY4949,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-28,2022-01-15
2292259,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-03,2021-07-29
LW7241,PFIZER,mRNA,COMIRNATY,2021-07-25,2021-12-11
RP6149,PFIZER,mRNA,COMIRNATY,2021-04-30,2021-10-17
JCC5734,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-01,2021-07-13
BN7918,PFIZER,mRNA,COMIRNATY,2021-06-04,2021-11-04
CV8289,PFIZER,mRNA,COMIRNATY,2020-11-23,2021-04-27
SZ9613,PFIZER,mRNA,COMIRNATY,2020-12-06,2021-04-21
926I81R,MODERNA,mRNA,mRNA-1273,2021-02-14,2021-07-09
523Z95Z,MODERNA,mRNA,mRNA-1273,2021-05-07,2021-10-12
6694443,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-05-18,2021-10-10
FSK5911,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-30,2021-07-04
6343708,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-15,2021-10-10
5441882,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-13,2021-05-04
723U71C,MODERNA,mRNA,mRNA-1273,2021-09-20,2022-02-06
8983218,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-22,2021-05-15
WCR5933,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-13,2021-09-07
257W37S,MODERNA,mRNA,mRNA-1273,2020-11-23,2021-04-14
MGC3597,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-01,2021-07-15
8942275,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-28,2022-01-13
4404338,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-28,2022-01-23
PB5374,PFIZER,mRNA,COMIRNATY,2021-01-29,2021-07-14
VGP8537,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-16,2021-10-09
LC3880,PFIZER,mRNA,COMIRNATY,2021-07-08,2021-12-08
ZDR1379,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-24,2021-10-23
ZRA1405,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-01,2022-01-28
3660551,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-23,2021-09-02
UVB6078,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-29,2021-11-19
3315769,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-05-14,2021-11-04
QT3364,PFIZER,mRNA,COMIRNATY,2021-04-25,2021-09-13
836A13U,MODERNA,mRNA,mRNA-1273,2020-12-10,2021-06-01
2831558,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-31,2021-05-29
FK3219,PFIZER,mRNA,COMIRNATY,2021-02-14,2021-08-10
469M95S,MODERNA,mRNA,mRNA-1273,2021-02-23,2021-07-26
3748252,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-05-16,2021-10-30
SL1740,PFIZER,mRNA,COMIRNATY,2021-01-15,2021-07-12
DT2456,PFIZER,mRNA,COMIRNATY,2021-08-20,2022-01-20
6282818,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-03,2021-06-20
797Z52P,MODERNA,mRNA,mRNA-1273,2021-09-04,2022-02-12
665E15Q,MODERNA,mRNA,mRNA-1273,2021-07-14,2021-12-18
STF8031,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-11-17,2021-04-30
3306414,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-09,2022-02-17
ZEM7104,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-09-25,2022-03-24
JV9334,PFIZER,mRNA,COMIRNATY,2020-12-10,2021-06-01
6896419,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-25,2021-09-03
OVP5678,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-22,2021-06-30
ADO1559,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-08-05,2022-01-10
3791744,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-26,2021-11-28
376E48F,MODERNA,mRNA,mRNA-1273,2020-11-26,2021-05-16
1140590,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-12,2021-04-22
9734380,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-11-21,2021-05-17
1135428,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-08,2021-06-04
IUF7899,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-05-30,2021-11-26
JL5604,PFIZER,mRNA,COMIRNATY,2021-06-06,2021-10-20
HV5884,PFIZER,mRNA,COMIRNATY,2021-03-02,2021-08-12
LRJ3797,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-05,2021-12-17
OV7077,PFIZER,mRNA,COMIRNATY,2021-09-12,2022-02-14
LI6397,PFIZER,mRNA,COMIRNATY,2021-03-07,2021-08-27
HKT6231,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-02-24,2021-08-02
251H93C,MODERNA,mRNA,mRNA-1273,2021-02-19,2021-07-14
PJ7474,PFIZER,mRNA,COMIRNATY,2021-07-22,2021-12-09
ZVY7952,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-06-16,2021-12-11
949O18W,MODERNA,mRNA,mRNA-1273,2021-03-25,2021-09-15
CLS2705,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-24,2021-09-12
VW4598,PFIZER,mRNA,COMIRNATY,2021-06-08,2021-11-30
274P30D,MODERNA,mRNA,mRNA-1273,2021-03-25,2021-08-28
JG7338,PFIZER,mRNA,COMIRNATY,2020-12-22,2021-06-19
195E73W,MODERNA,mRNA,mRNA-1273,2021-01-01,2021-06-11
3811245,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-27,2022-01-21
383A24I,MODERNA,mRNA,mRNA-1273,2021-09-25,2022-02-15
976J27Z,MODERNA,mRNA,mRNA-1273,2021-01-04,2021-07-01
496Z66V,MODERNA,mRNA,mRNA-1273,2021-06-15,2021-11-21
766E44U,MODERNA,mRNA,mRNA-1273,2021-04-12,2021-09-14
UEQ4041,ASTRAZENECA,Viral vector,VAXZEVRIA,2020-12-30,2021-05-28
7214393,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-17,2022-03-15
902B70T,MODERNA,mRNA,mRNA-1273,2021-08-23,2022-02-04
540N40X,MODERNA,mRNA,mRNA-1273,2021-06-12,2021-12-03
FU9203,PFIZER,mRNA,COMIRNATY,2021-07-15,2022-01-11
TW9340,PFIZER,mRNA,COMIRNATY,2021-05-01,2021-09-13
PW6664,PFIZER,mRNA,COMIRNATY,2021-08-24,2022-02-16
KDC6878,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-23,2021-09-06
249L20O,MODERNA,mRNA,mRNA-1273,2021-09-06,2022-02-11
AYM4240,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-03,2021-09-17
JY3945,PFIZER,mRNA,COMIRNATY,2020-11-09,2021-05-01
WD1821,PFIZER,mRNA,COMIRNATY,2021-06-10,2021-11-16
MCR2270,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-04,2021-12-23
2016049,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-26,2022-03-20
6361969,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-06-14,2021-12-09
JL9058,PFIZER,mRNA,COMIRNATY,2021-05-21,2021-10-27
6814732,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-24,2022-02-19
5160916,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2020-12-01,2021-05-08
830D95Y,MODERNA,mRNA,mRNA-1273,2021-06-22,2021-11-20
RVU1349,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-08-20,2022-01-06
UM8610,PFIZER,mRNA,COMIRNATY,2020-11-20,2021-04-18
QG9875,PFIZER,mRNA,COMIRNATY,2021-08-16,2022-01-01
6387774,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-01-17,2021-07-10
485Z60O,MODERNA,mRNA,mRNA-1273,2021-03-09,2021-08-25
OYD7169,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-03-28,2021-09-07
4544768,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-03-22,2021-09-10
7272753,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-15,2022-02-05
1700106,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-04-09,2021-08-26
4063302,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-30,2022-02-17
EM3345,PFIZER,mRNA,COMIRNATY,2021-07-18,2021-12-23
CE9434,PFIZER,mRNA,COMIRNATY,2020-12-12,2021-06-01
TPW3796,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-07-03,2021-12-28
BAQ4440,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-01-22,2021-07-03
461A91G,MODERNA,mRNA,mRNA-1273,2021-06-08,2021-10-31
4017625,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-09-25,2022-03-19
8734109,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-08-20,2022-01-27
598N33J,MODERNA,mRNA,mRNA-1273,2020-11-26,2021-05-04
7612949,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-02-03,2021-06-30
101U84O,MODERNA,mRNA,mRNA-1273,2021-07-24,2021-12-22
LEM2209,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-05,2021-10-01
JUU7371,ASTRAZENECA,Viral vector,VAXZEVRIA,2021-04-27,2021-10-08
7368763,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-17,2021-12-04
7376896,JOHNSON&JOHNSON,Viral Vector,JNJ-78436735,2021-07-26,2022-01-02
