Name,Type,Region,Address,City,Postal Code,State,Longitude,Latitude,ID
Giffas Ente Morale Onlus,RIA,Campania,,,,Italy,,,PFV601
Gifoa Srl,RIA,Campania,,,,Italy,,,FUB416
I.Fl.Han.   S.R.L.,RIA,Campania,,,,Italy,,,SOP905
I.R.F.R.I.,RIA,Campania,,,,Italy,,,ZZM298
I.R.M.I    S.R.L.,RIA,Campania,,,,Italy,,,YFZ796
Insieme S.R.L.,RIA,Campania,,,,Italy,,,VSW637
Ipar Srl,RIA,Campania,,,,Italy,,,IQB650
Iprha Di Pazzanese,RIA,Campania,,,,Italy,,,CNQ490
Istituto Antoniano,RIA,Campania,,,,Italy,,,QGD686
Istituto Filippo Smaldone,RIA,Campania,,,,Italy,,,XEG418
Istituto Iuventus Srl,RIA,Campania,,,,Italy,,,ZEG324
Istituto Jean Piaget Srl,RIA,Campania,,,,Italy,,,AXW476
Istituto Juventus Srl,RIA,Campania,,,,Italy,,,IIJ711
Istituto M.S.S. Annunziata,RIA,Campania,,,,Italy,,,IPL259
L`Incontro Centro Di Fisiokine,RIA,Campania,,,,Italy,,,YNQ351
L`Oasi -Res Di Riab.Motoria,RIA,Campania,,,,Italy,,,AMF876
La  Rinascita,RIA,Campania,,,,Italy,,,VPG916
La Pinetina G.A.F.,RIA,Campania,,,,Italy,,,LKK883
Linea Medica Srl,RIA,Campania,,,,Italy,,,FZB928
Madre Claudia Soc Coop A R.L,RIA,Campania,,,,Italy,,,WQS696
Me.Di.Ca. Sud Srl,RIA,Campania,,,,Italy,,,LUY181
Medh Center Srl,RIA,Campania,,,,Italy,,,RTF795
Medical Center S.R.L.,RIA,Campania,,,,Italy,,,AXP969
Medical R. S.R.L.,RIA,Campania,,,,Italy,,,MDV342
Neapolisanit  S.R.L.,RIA,Campania,,,,Italy,,,WAR727
Nuovo Centro Fkt Srl,RIA,Campania,,,,Italy,,,WTQ855
Opera Giovanile Juventus,RIA,Campania,,,,Italy,,,VBT209
Ortokinesis,RIA,Campania,,,,Italy,,,NKA971
Piccolo Cottolengo Don Orione,RIA,Campania,,,,Italy,,,GKK824
Pres  Riab Diocleziano Srl,RIA,Campania,,,,Italy,,,PEG390
Prov.Rel. Ss.Ap.Pietro E Paolo,RIA,Campania,,,,Italy,,,PHE450
Punto Vaccinale Cetara -Ds63,STS,Campania,,,,Italy,,,KOV982
Punto Vaccinale Oliveto Citra-Ds64,STS,Campania,,,,Italy,,,LDR540
Punto Vaccinale-Caggiano-Ds72,STS,Campania,,,,Italy,,,DRX781
Relax S.P.A.,RIA,Campania,,,,Italy,,,ZAT232
Riabilitazione Pompeiana,RIA,Campania,,,,Italy,,,UQT946
Salus   S.R.L.,RIA,Campania,,,,Italy,,,MDI556
Sanatrix Nuovo Elaion,RIA,Campania,,,,Italy,,,SHC777
Serapide - Monte Di Procida,RIA,Campania,,,,Italy,,,WXG785
Serapide - Mugnano,RIA,Campania,,,,Italy,,,HRH386
Serapide - Pozzuoli,RIA,Campania,,,,Italy,,,DSX619
Servizi Sanitari Srl,RIA,Campania,,,,Italy,,,UEW870
Silba Spa- Villa Silvia,RIA,Campania,,,,Italy,,,EYR331
Silba Spa-Villa Alba,RIA,Campania,,,,Italy,,,KBS203
Silenziosi Operai Della Croce,RIA,Campania,,,,Italy,,,CNT111
So.Ge.Sa.Srl,RIA,Campania,,,,Italy,,,IAX446
Stud Polid Persico Primi Srl,RIA,Campania,,,,Italy,,,UVE512
Studio Cieffemme,RIA,Campania,,,,Italy,,,CYD344
Studio Ter.Fis. Cdt G.De Masi,RIA,Campania,,,,Italy,,,FRK650
Teoreo,RIA,Campania,,,,Italy,,,EHE613
Therapic Center Srl,RIA,Campania,,,,Italy,,,VTK785
Villa Dei Cedri S.R.L.,RIA,Campania,,,,Italy,,,ZGJ997
Villa Dei Fiori,RIA,Campania,,,,Italy,,,ZDQ280
Villa Dei Fiori Ex Gieffe Srl,RIA,Campania,,,,Italy,,,TUO276
Villa Delle Ginestre  S.R.L.,RIA,Campania,,,,Italy,,,WKI670
Amb. Vacc. Covid Calderara Di Reno Via Armaroli (Hub Az. Bonfiglioli),STS,Emilia-Romagna,,,,Italy,,,OVE653
Amb. Vaccinale Ausl Bologna C/O Ior Bologna,STS,Emilia-Romagna,,,,Italy,,,SIX300
Amb. Vaccinale Covid Anzola Via F. Santi (Hub Le Notti Di Cabiria),STS,Emilia-Romagna,,,,Italy,,,IOJ435
Amb. Vaccinale Covid Argelato Via Centese,STS,Emilia-Romagna,,,,Italy,,,ZIN711
Amb. Vaccinale Covid Bologna (Unibo) Via San Donato,STS,Emilia-Romagna,,,,Italy,,,RQJ562
Amb. Vaccinale Covid Bologna Autostazione Piazza Xx Settembre,STS,Emilia-Romagna,,,,Italy,,,PDA217
Amb. Vaccinale Covid Bologna Roncati Via S Isaia,STS,Emilia-Romagna,,,,Italy,,,NGQ628
Amb. Vaccinale Covid Budrio La Magnolia Via Bianchi,STS,Emilia-Romagna,,,,Italy,,,UGV814
Amb. Vaccinale Covid Budrio Piazzale Gioventu',STS,Emilia-Romagna,,,,Italy,,,OVN922
Amb. Vaccinale Covid Calderara Di R. Via Garibaldi,STS,Emilia-Romagna,,,,Italy,,,DGO199
Amb. Vaccinale Covid Camugnano Piazza Kennedy,STS,Emilia-Romagna,,,,Italy,,,DBG739
Amb. Vaccinale Covid Casalecchio Di Reno Via Gino Cervi,STS,Emilia-Romagna,,,,Italy,,,LPW205
Amb. Vaccinale Covid Casalecchio Parco Rodari,STS,Emilia-Romagna,,,,Italy,,,SJF259
Amb. Vaccinale Covid Casalecchio Via Porrettana,STS,Emilia-Romagna,,,,Italy,,,JJE368
Amb. Vaccinale Covid Castel D'Aiano Sede Cri Via Val D'Aneva,STS,Emilia-Romagna,,,,Italy,,,TIW262
Amb. Vaccinale Covid Castel Di Casio Via Torre Nuova,STS,Emilia-Romagna,,,,Italy,,,JWJ599
Amb. Vaccinale Covid Castel Maggiore Sala Pp Pasolini Piazza Amendola,STS,Emilia-Romagna,,,,Italy,,,APC277
Amb. Vaccinale Covid Castello D'Argile Via Del Mincio,STS,Emilia-Romagna,,,,Italy,,,CUX480
Amb. Vaccinale Covid Castenaso Cs Airone Via Marconi,STS,Emilia-Romagna,,,,Italy,,,QOE968
Amb. Vaccinale Covid Castiglione Dei Pepoli Piazza Mercato,STS,Emilia-Romagna,,,,Italy,,,CFU599
Amb. Vaccinale Covid Crevalcore Viale Italia,STS,Emilia-Romagna,,,,Italy,,,QEA380
Amb. Vaccinale Covid Gaggio Montano Sede Cri Via Cavalieri Di V. Veneto,STS,Emilia-Romagna,,,,Italy,,,LUX791
Amb. Vaccinale Covid Gaggio Montano Via Giovanni Xxiii,STS,Emilia-Romagna,,,,Italy,,,JCD320
Amb. Vaccinale Covid Galliera Via Della Pace,STS,Emilia-Romagna,,,,Italy,,,HEO316
Amb. Vaccinale Covid Grizzana M. Loc. Le Casiline,STS,Emilia-Romagna,,,,Italy,,,ZIG129
Amb. Vaccinale Covid Lizzano In B. Sede Cri Via Azzali,STS,Emilia-Romagna,,,,Italy,,,ELL137
Amb. Vaccinale Covid Minerbio Via Roma,STS,Emilia-Romagna,,,,Italy,,,WJD193
Amb. Vaccinale Covid Monte S Pietro Via Gullini,STS,Emilia-Romagna,,,,Italy,,,COU752
Amb. Vaccinale Covid Monzuno Ex Scuole Via Val Di Sambro,STS,Emilia-Romagna,,,,Italy,,,PVA864
Amb. Vaccinale Covid Pianoro Via Resistenza,STS,Emilia-Romagna,,,,Italy,,,VIE567
Amb. Vaccinale Covid S Agata B. Via Sibirani,STS,Emilia-Romagna,,,,Italy,,,KPD296
Amb. Vaccinale Covid S Benedetto Val Di Sambro Via Resistenza,STS,Emilia-Romagna,,,,Italy,,,XYD248
Amb. Vaccinale Covid S Giovanni In P. Via Newton,STS,Emilia-Romagna,,,,Italy,,,DNV270
Amb. Vaccinale Covid S. Giorgio Di P. Via Pirotti,STS,Emilia-Romagna,,,,Italy,,,QEP445
Amb. Vaccinale Covid Sala Bolognese Padulle Via Marconi,STS,Emilia-Romagna,,,,Italy,,,WZW637
Amb. Vaccinale Covid San Lazzaro Di S. Via Della Repubblica,STS,Emilia-Romagna,,,,Italy,,,PCH565
Amb. Vaccinale Covid Sasso Marconi Via Bertacchi,STS,Emilia-Romagna,,,,Italy,,,CET671
Amb. Vaccinale Covid Sg In Persiceto Sm Della Decima Via Cento,STS,Emilia-Romagna,,,,Italy,,,NTB606
Amb. Vaccinale Covid Sl Di Savena Officine Via Emilia 253,STS,Emilia-Romagna,,,,Italy,,,SSC950
Amb. Vaccinale Covid Sp In Casale Via Conta,STS,Emilia-Romagna,,,,Italy,,,LGL984
Amb. Vaccinale Covid Sp In Casale Via Galliera,STS,Emilia-Romagna,,,,Italy,,,QXA857
Amb. Vaccinale Covid Tole' Via Basabue,STS,Emilia-Romagna,,,,Italy,,,MJR498
Amb. Vaccinale Covid Vado Via Crisalidi,STS,Emilia-Romagna,,,,Italy,,,EQJ987
Amb. Vaccinale Covid Valsamoggia Viale Martiri,STS,Emilia-Romagna,,,,Italy,,,AOS574
Amb. Vaccinale Fiera Di Bologna Padiglione Polivalente,STS,Emilia-Romagna,,,,Italy,,,DQS660
Centro Vaccinale Covid Cmp,STS,Emilia-Romagna,,,,Italy,,,FCY176
Centro Vaccinale Covid Esp,STS,Emilia-Romagna,,,,Italy,,,MGX578
Centro Vaccinale Di Bomporto,STS,Emilia-Romagna,,,,Italy,,,KHW973
Centro Vaccinale Di Carpi,STS,Emilia-Romagna,,,,Italy,,,PYO953
Centro Vaccinale Di Castelfranco Emilia Presso Palasport,STS,Emilia-Romagna,,,,Italy,,,YVU774
Centro Vaccinale Di Fanano,STS,Emilia-Romagna,,,,Italy,,,USQ275
Centro Vaccinale Di Mirandola Presso Centro Prelievi,STS,Emilia-Romagna,,,,Italy,,,UHR396
Centro Vaccinale Di Mirandola Presso Comune,STS,Emilia-Romagna,,,,Italy,,,QMV444
Centro Vaccinale Di Modena Presso Hangar 3 Caserma Setti,STS,Emilia-Romagna,,,,Italy,,,LWD437
Centro Vaccinale Di Montefiorino,STS,Emilia-Romagna,,,,Italy,,,KJA501
Centro Vaccinale Di Montese,STS,Emilia-Romagna,,,,Italy,,,ALD111
Centro Vaccinale Di Palagano,STS,Emilia-Romagna,,,,Italy,,,NPI930
Centro Vaccinale Di Pavullo Presso Centro La Campanella,STS,Emilia-Romagna,,,,Italy,,,ZIF106
Centro Vaccinale Di Polinago,STS,Emilia-Romagna,,,,Italy,,,PJA889
Centro Vaccinale Di Prignano Sulla Secchia,STS,Emilia-Romagna,,,,Italy,,,HME368
Centro Vaccinale Di San Felice Sul Panaro Presso Comune,STS,Emilia-Romagna,,,,Italy,,,JLA433
Centro Vaccinale Di Sassuolo Presso Ferrari Spa,STS,Emilia-Romagna,,,,Italy,,,YIU974
Centro Vaccinale Di Vignola Presso Oratorio  Chiesa Parrocchiale Di Brodano,STS,Emilia-Romagna,,,,Italy,,,RGM586
Centro Vaccinale Di Zocca,STS,Emilia-Romagna,,,,Italy,,,GHV755
Centro Vaccinale Fiumalbo,STS,Emilia-Romagna,,,,Italy,,,MHF516
Centro Vaccinale Provinciale Rimini,STS,Emilia-Romagna,,,,Italy,,,CVI632
Covid Vaccinazione Anti Covid - Centro Sociale Torre Del Primaro Argenta,STS,Emilia-Romagna,,,,Italy,,,RXP563
Covid Vaccinazione Anti Covid - Centro Vaccinale Cento,STS,Emilia-Romagna,,,,Italy,,,QQD948
Covid Vaccinazione Anti Covid - Cittadella Dello Sport Di Comacchio,STS,Emilia-Romagna,,,,Italy,,,XDX400
Covid Vaccinazione Anti Covid - Fiera Congressi Di Ferrara,STS,Emilia-Romagna,,,,Italy,,,UNN823
Covid Vaccinazione Anti Covid - Palazzetto Centro Studi Di Codigoro,STS,Emilia-Romagna,,,,Italy,,,IZM730
Covid Vaccinazione Anti Covid Sede Prov - Fiera,STS,Emilia-Romagna,,,,Italy,,,WDK272
Covid Vaccinazione Anti Covid Sede Prov - Fiera Di Cesena,STS,Emilia-Romagna,,,,Italy,,,JYN196
Covid Vaccinazione Anti Covid Sede Prov - Fiera Forli',STS,Emilia-Romagna,,,,Italy,,,EIH610
Covid Vaccinazione Anti Covid Sede Prov - Pala De Andre,STS,Emilia-Romagna,,,,Italy,,,QWR760
Fondazione Don Carlo Gnocchi,RIA,Emilia-Romagna,,,,Italy,,,GYW275
Hub Bonfiglioli Vacc.Covid 19,STS,Emilia-Romagna,,,,Italy,,,XPM446
Hub Ima Vacc.Covid 19,STS,Emilia-Romagna,,,,Italy,,,BGB530
Hub Unisalute Vacc.Covid 19,STS,Emilia-Romagna,,,,Italy,,,BXP816
Igiene Pubblica Borgo Val Di Taro,STS,Emilia-Romagna,,,,Italy,,,VPJ756
Igiene Pubblica Borgo Val Di Taro Distaccato Vaccinazioni,STS,Emilia-Romagna,,,,Italy,,,IMN672
Igiene Pubblica Fidenza,STS,Emilia-Romagna,,,,Italy,,,ZBE374
Igiene Pubblica Langhirano,STS,Emilia-Romagna,,,,Italy,,,EIB422
Igiene Pubblica Parma,STS,Emilia-Romagna,,,,Italy,,,HEH886
Inail-Centro Di Vigorso,RIA,Emilia-Romagna,,,,Italy,,,TZO684
Luce Sul Mare,RIA,Emilia-Romagna,,,,Italy,,,ZOD838
Punto Adi Vaccinazione Anti Covid 19 - Casa Della Salute Di Cspt,STS,Emilia-Romagna,,,,Italy,,,TZQ900
Punto Adi Vaccinazione Anti Covid 19 - Casa Della Salute Di Medicina,STS,Emilia-Romagna,,,,Italy,,,BQD477
Punto Adi Vaccinazione Anti Covid 19 - Casa Della Salute Vallata Del Santerno,STS,Emilia-Romagna,,,,Italy,,,KBU929
"Punto Adi Vaccinazione Anti Covid 19 - Teatro ""L. Lolli""",STS,Emilia-Romagna,,,,Italy,,,NSY207
Punto Unico Provinciale Vaccinale Anti Sars-Cov-2,STS,Emilia-Romagna,,,,Italy,,,BPC586
Punto Vaccinale Ambulatorio Ospedale Carpi,STS,Emilia-Romagna,,,,Italy,,,PZX666
Punto Vaccinale Ambulatorio Presso Ospedale Vignola,STS,Emilia-Romagna,,,,Italy,,,YEB297
Punto Vaccinale Anticovid C/O Ospedale Forli',STS,Emilia-Romagna,,,,Italy,,,DSE735
Punto Vaccinale Anticovid Temporaneo - Alfonsine,STS,Emilia-Romagna,,,,Italy,,,VWN648
Punto Vaccinale Anticovid Temporaneo - Bagno Di Romagna,STS,Emilia-Romagna,,,,Italy,,,QOR465
Punto Vaccinale Anticovid Temporaneo - Bellaria-Igea Marina,STS,Emilia-Romagna,,,,Italy,,,PIH592
Punto Vaccinale Anticovid Temporaneo - Casola Valsenio,STS,Emilia-Romagna,,,,Italy,,,WSZ918
Punto Vaccinale Anticovid Temporaneo - Castelbolognese,STS,Emilia-Romagna,,,,Italy,,,PMO114
Punto Vaccinale Anticovid Temporaneo - Cattolica,STS,Emilia-Romagna,,,,Italy,,,FMK894
Punto Vaccinale Anticovid Temporaneo - Cervia,STS,Emilia-Romagna,,,,Italy,,,KLT282
Punto Vaccinale Anticovid Temporaneo - Cesenatico,STS,Emilia-Romagna,,,,Italy,,,IWB923
Punto Vaccinale Anticovid Temporaneo - Conselice,STS,Emilia-Romagna,,,,Italy,,,GJO530
Punto Vaccinale Anticovid Temporaneo - Faenza Fiera,STS,Emilia-Romagna,,,,Italy,,,CGF621
Punto Vaccinale Anticovid Temporaneo - Forli' Via Colombo,STS,Emilia-Romagna,,,,Italy,,,MGD424
Punto Vaccinale Anticovid Temporaneo - Lugo,STS,Emilia-Romagna,,,,Italy,,,YEG382
Punto Vaccinale Anticovid Temporaneo - Massa Lombarda,STS,Emilia-Romagna,,,,Italy,,,QEO315
Punto Vaccinale Anticovid Temporaneo - Mercato Saraceno,STS,Emilia-Romagna,,,,Italy,,,UET415
Punto Vaccinale Anticovid Temporaneo - Modigliana,STS,Emilia-Romagna,,,,Italy,,,VDK449
Punto Vaccinale Anticovid Temporaneo - Morciano Di Romagna,STS,Emilia-Romagna,,,,Italy,,,UHB264
Punto Vaccinale Anticovid Temporaneo - Novafeltria,STS,Emilia-Romagna,,,,Italy,,,RGM123
Punto Vaccinale Anticovid Temporaneo - Poggio Torriana,STS,Emilia-Romagna,,,,Italy,,,AVC912
Punto Vaccinale Anticovid Temporaneo - Predappio,STS,Emilia-Romagna,,,,Italy,,,SII578
Punto Vaccinale Anticovid Temporaneo - Riccione,STS,Emilia-Romagna,,,,Italy,,,AYP816
Punto Vaccinale Anticovid Temporaneo - Rocca San Casciano,STS,Emilia-Romagna,,,,Italy,,,CKG891
Punto Vaccinale Anticovid Temporaneo - Russi,STS,Emilia-Romagna,,,,Italy,,,UMF351
Punto Vaccinale Anticovid Temporaneo - Santa Sofia,STS,Emilia-Romagna,,,,Italy,,,IFV159
Punto Vaccinale Anticovid Temporaneo - Savignano,STS,Emilia-Romagna,,,,Italy,,,TNA315
Punto Vaccinale Anticovid Temporaneo - Spv Ravenna,STS,Emilia-Romagna,,,,Italy,,,DOS913
Punto Vaccinale Anticovid Temporaneo Clinica Mobile Ravenna,STS,Emilia-Romagna,,,,Italy,,,LTU423
Punto Vaccinale Anticovid Temporaneo Clinica Mobile Rimini,STS,Emilia-Romagna,,,,Italy,,,HAN111
Punto Vaccinale Bobbio,STS,Emilia-Romagna,,,,Italy,,,LNV405
Punto Vaccinale Fiorenzuola D'Arda,STS,Emilia-Romagna,,,,Italy,,,GMS859
Punto Vaccinale Palacastello,STS,Emilia-Romagna,,,,Italy,,,TPC187
Punto Vaccinale Parma - Gazzetta Di Parma,STS,Emilia-Romagna,,,,Italy,,,ARE514
Punto Vaccinale Parma - Hub Aziendale,STS,Emilia-Romagna,,,,Italy,,,NXJ296
Punto Vaccinale Parma - Pala Ponti,STS,Emilia-Romagna,,,,Italy,,,BQP707
Punto Vaccinale Parma - Via Quasimodo,STS,Emilia-Romagna,,,,Italy,,,MUN928
Punto Vaccinale Polivalente,STS,Emilia-Romagna,,,,Italy,,,CRK146
Punto Vaccinale Presso Ambulatorio Azienda Ospedaliera Modena,STS,Emilia-Romagna,,,,Italy,,,VTT293
Punto Vaccinale Presso Ambulatorio Ospedale Baggiovara,STS,Emilia-Romagna,,,,Italy,,,ADV660
Punto Vaccinale Presso Ambulatorio Ospedale Di Comunita Castelfranco Emilia,STS,Emilia-Romagna,,,,Italy,,,ARH997
Punto Vaccinale Presso Ambulatorio Ospedale Mirandola,STS,Emilia-Romagna,,,,Italy,,,FXL642
Punto Vaccinale Presso Ambulatorio Ospedale Pavullo,STS,Emilia-Romagna,,,,Italy,,,MTQ464
Punto Vaccinale Presso Ambulatorio Ospedale Sassuolo,STS,Emilia-Romagna,,,,Italy,,,TLS642
Punto Vaccinale Presso Ambulatorio Protetto Ospedale Baggiovara,STS,Emilia-Romagna,,,,Italy,,,CSK251
Punto Vaccinale Presso Azienda Ospedaliera Policlinico,STS,Emilia-Romagna,,,,Italy,,,ANO160
Punto Vaccinale Presso Centro Antidiabetico Di Carpi,STS,Emilia-Romagna,,,,Italy,,,ZJG683
Punto Vaccinale Presso Centro Antidiabetico Di Castelfranco Emilia,STS,Emilia-Romagna,,,,Italy,,,BIS381
Punto Vaccinale Presso Centro Antidiabetico Di Mirandola,STS,Emilia-Romagna,,,,Italy,,,QUV752
Punto Vaccinale Presso Centro Antidiabetico Di Modena,STS,Emilia-Romagna,,,,Italy,,,STN943
Punto Vaccinale Presso Centro Antidiabetico Di Pavullo,STS,Emilia-Romagna,,,,Italy,,,ZLZ610
Punto Vaccinale Presso Centro Antidiabetico Di Sassuolo,STS,Emilia-Romagna,,,,Italy,,,RHU384
Punto Vaccinale Presso Centro Antidiabetico Di Vignola,STS,Emilia-Romagna,,,,Italy,,,ZAW453
Punto Vaccinale Presso Dialisi Casa Della Salute Di Castelfranco Emilia,STS,Emilia-Romagna,,,,Italy,,,VHZ925
Punto Vaccinale Presso Dialisi Ospedale Di Carpi,STS,Emilia-Romagna,,,,Italy,,,QPU370
Punto Vaccinale Presso Dialisi Ospedale Di Mirandola,STS,Emilia-Romagna,,,,Italy,,,IOJ349
Punto Vaccinale Presso Dialisi Ospedale Di Pavullo,STS,Emilia-Romagna,,,,Italy,,,MJZ154
Punto Vaccinale Presso Dialisi Ospedale Di Vignola,STS,Emilia-Romagna,,,,Italy,,,SQL794
Punto Vaccinale Territoriale - Alta Val Nure,STS,Emilia-Romagna,,,,Italy,,,GEB697
Punto Vaccinale Territoriale - Levante,STS,Emilia-Romagna,,,,Italy,,,KFC427
Punto Vaccinale Territoriale Arsenale,STS,Emilia-Romagna,,,,Italy,,,BFQ486
Punto Vaccinale Territoriale Piacenza Expo,STS,Emilia-Romagna,,,,Italy,,,ZAU802
Punto Vaccinazione Anti Covid 19 - Auditorium Ex Chiesa Osservanza,STS,Emilia-Romagna,,,,Italy,,,NSN932
Servizio Profilassi Malattie Infettive,STS,Emilia-Romagna,,,,Italy,,,NXB913
Vaccinazione Covid - Ambulatorio Percorso Protetto  - Reggio Emilia,STS,Emilia-Romagna,,,,Italy,,,YUQ780
Vaccinazione Covid - Ex Ospedale Lazzaro Spallanzani,STS,Emilia-Romagna,,,,Italy,,,LJM832
Vaccinazione Covid C/O Distretto Di Correggio,STS,Emilia-Romagna,,,,Italy,,,JEI251
Vaccinazione Covid C/O Fiera Di Scandiano,STS,Emilia-Romagna,,,,Italy,,,TWY771
Vaccinazione Covid C/O Ospedale Di Castelnovo Ne' Monti,STS,Emilia-Romagna,,,,Italy,,,MIA318
Vaccinazione Covid C/O Ospedale Di Guastalla,STS,Emilia-Romagna,,,,Italy,,,VDI141
Vaccinazione Covid C/O Ospedale Di Montecchio,STS,Emilia-Romagna,,,,Italy,,,NFJ466
Vaccinazioni Covid Fiera Cup,STS,Emilia-Romagna,,,,Italy,,,JST820
Villa Salus,RIA,Emilia-Romagna,,,,Italy,,,JMX583
Associaz. 'La Nostra Famiglia',RIA,Friuli-Venezia Giulia,,,,Italy,,,DUE789
Bambini E Autismo,RIA,Friuli-Venezia Giulia,,,,Italy,,,PIA108
Centro Progetto Spilimbergo,RIA,Friuli-Venezia Giulia,,,,Italy,,,GMR257
Centro Vaccinale Anti Covid 19  Gorizia Fiera,STS,Friuli-Venezia Giulia,,,,Italy,,,SBM645
Centro Vaccinale Anti Covid 19 Burlo,STS,Friuli-Venezia Giulia,,,,Italy,,,HQJ467
Centro Vaccinale Anti Covid 19 Centro Anziani Monfalcone,STS,Friuli-Venezia Giulia,,,,Italy,,,PMH759
Centro Vaccinale Anti Covid 19 Dip Prevenzione Gorizia,STS,Friuli-Venezia Giulia,,,,Italy,,,WUH752
Centro Vaccinale Anti Covid 19 Dip Prevenzione San Giovanni,STS,Friuli-Venezia Giulia,,,,Italy,,,VTR719
Centro Vaccinale Anti Covid 19 Molo Iv,STS,Friuli-Venezia Giulia,,,,Italy,,,IBY245
Centro Vaccinale Anti Covid 19 Palestra Comunale Aurisina,STS,Friuli-Venezia Giulia,,,,Italy,,,UID794
Centro Vaccinale Anti Covid 19 Palestra Comunale Muggia,STS,Friuli-Venezia Giulia,,,,Italy,,,QTR307
Centro Vaccinale Anti Covid 19 Porto Franco Trieste,STS,Friuli-Venezia Giulia,,,,Italy,,,ALB392
Centro Vaccinale Anti Covid 19 Ronchi Dei Legionari,STS,Friuli-Venezia Giulia,,,,Italy,,,BIN718
Centro Vaccinale Di Maniago - Ex Ipsia,STS,Friuli-Venezia Giulia,,,,Italy,,,LQR231
Cittadella Della Salute,STS,Friuli-Venezia Giulia,,,,Italy,,,BTM538
Comunita' Di Rinascita,RIA,Friuli-Venezia Giulia,,,,Italy,,,ZUE268
Comunita' Piergiorgio - Onlus,RIA,Friuli-Venezia Giulia,,,,Italy,,,RBH578
Eutonia Sanità E Salute,RIA,Friuli-Venezia Giulia,,,,Italy,,,IWR199
Friuli Riabilitazione S.R.L.,RIA,Friuli-Venezia Giulia,,,,Italy,,,HAM423
Ist.Med.Pedag.'S.Maria Colli',RIA,Friuli-Venezia Giulia,,,,Italy,,,UZQ620
La Nostra Famiglia,RIA,Friuli-Venezia Giulia,,,,Italy,,,DYU754
Ospizio Marino Di Grado,RIA,Friuli-Venezia Giulia,,,,Italy,,,RGD292
Punto Vaccinale C/O  Residenza Polifunzionale Di Campeglio,STS,Friuli-Venezia Giulia,,,,Italy,,,HER796
Punto Vaccinale C/O Casa Di Accoglienza Del Clero,STS,Friuli-Venezia Giulia,,,,Italy,,,GFH439
Punto Vaccinale C/O Comunità Alloggio Associazione Anziani,STS,Friuli-Venezia Giulia,,,,Italy,,,NJM427
Punto Vaccinale C/O Comunità Alloggio Di Attimis,STS,Friuli-Venezia Giulia,,,,Italy,,,WVM712
Punto Vaccinale C/O Comunità Alloggio Di Lusevera  - Villanova 110,STS,Friuli-Venezia Giulia,,,,Italy,,,UKD826
Punto Vaccinale C/O Comunità Alloggio Di Lusevera - Pradielis 11 E 11/A,STS,Friuli-Venezia Giulia,,,,Italy,,,QFF141
Punto Vaccinale C/O I Faggi,STS,Friuli-Venezia Giulia,,,,Italy,,,BAD391
Punto Vaccinale C/O La Villa Rosa,STS,Friuli-Venezia Giulia,,,,Italy,,,PRK441
Punto Vaccinale C/O Santa Maria Degli Angeli,STS,Friuli-Venezia Giulia,,,,Italy,,,LTG799
Punto Vaccinale C/O Zaffiro Di Rivignano,STS,Friuli-Venezia Giulia,,,,Italy,,,MUT971
Punto Vaccinale Covid Cap Mortegliano,STS,Friuli-Venezia Giulia,,,,Italy,,,ORJ299
Punto Vaccinale Covid Cap Zugliano,STS,Friuli-Venezia Giulia,,,,Italy,,,ERV269
Punto Vaccinale Covid Centro Comm.Le Le Manifatture Gemona,STS,Friuli-Venezia Giulia,,,,Italy,,,EFL861
Punto Vaccinale Covid Cividale Palazzetto Dello Sport,STS,Friuli-Venezia Giulia,,,,Italy,,,YGQ488
Punto Vaccinale Covid Codroipo Tensostruttura,STS,Friuli-Venezia Giulia,,,,Italy,,,ABO511
Punto Vaccinale Covid Ente Fiera Udine,STS,Friuli-Venezia Giulia,,,,Italy,,,AUP247
Punto Vaccinale Covid Latisana Palestra Scuola,STS,Friuli-Venezia Giulia,,,,Italy,,,DNY593
Punto Vaccinale Covid Manzano Palazzetto Dello Sport,STS,Friuli-Venezia Giulia,,,,Italy,,,PIS361
Punto Vaccinale Covid Modus Tennis Club Tarcento,STS,Friuli-Venezia Giulia,,,,Italy,,,VOW918
Punto Vaccinale Covid Palasport Latisanotta,STS,Friuli-Venezia Giulia,,,,Italy,,,OJC553
Punto Vaccinale Covid Palazzetto Dello Sport Tarvisio,STS,Friuli-Venezia Giulia,,,,Italy,,,MMJ816
Punto Vaccinale Covid Palestra Lignano Sabbiadoro,STS,Friuli-Venezia Giulia,,,,Italy,,,NZT201
Punto Vaccinale Covid Stadio Friuli,STS,Friuli-Venezia Giulia,,,,Italy,,,QGY538
Punto Vaccinale Covid Tolmezzo Palatennis,STS,Friuli-Venezia Giulia,,,,Italy,,,UGJ267
Punto Vaccinale Covid Universita' Di Udine - Polo Scientifico Dei Rizzi,STS,Friuli-Venezia Giulia,,,,Italy,,,LEF667
Punto Vaccinale Covid Villa Manin,STS,Friuli-Venezia Giulia,,,,Italy,,,OBX712
Studio Fis. Busetto & Ponte,RIA,Friuli-Venezia Giulia,,,,Italy,,,SMD571
Uildm Sezione Di Pordenone,RIA,Friuli-Venezia Giulia,,,,Italy,,,JTS269
' San Raffaele '  Cassino,RIA,Lazio,,,,Italy,,,AUB368
""" Centro Benessere Srl """,RIA,Lazio,,,,Italy,,,JHC652
A.I.R.R.I.,RIA,Lazio,,,,Italy,,,HDQ741
