denominazione_struttura,tipologia,nome_area
Punto Vaccinale Anticovid Temporaneo - Alfonsine,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Bagno Di Romagna,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Bellaria-Igea Marina,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Casola Valsenio,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Castelbolognese,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Cattolica,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Cervia,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Cesenatico,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Conselice,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Faenza Fiera,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Forli' Via Colombo,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Lugo,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Massa Lombarda,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Mercato Saraceno,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Modigliana,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Morciano Di Romagna,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Novafeltria,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Poggio Torriana,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Predappio,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Riccione,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Rocca San Casciano,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Russi,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Santa Sofia,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Savignano,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo - Spv Ravenna,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo Clinica Mobile Ravenna,STS,Emilia-Romagna
Punto Vaccinale Anticovid Temporaneo Clinica Mobile Rimini,STS,Emilia-Romagna
Punto Vaccinale Bobbio,STS,Emilia-Romagna
Punto Vaccinale Fiorenzuola D'Arda,STS,Emilia-Romagna
Punto Vaccinale Palacastello,STS,Emilia-Romagna
Punto Vaccinale Parma - Gazzetta Di Parma,STS,Emilia-Romagna
Punto Vaccinale Parma - Hub Aziendale,STS,Emilia-Romagna
Punto Vaccinale Parma - Pala Ponti,STS,Emilia-Romagna
Punto Vaccinale Parma - Via Quasimodo,STS,Emilia-Romagna
Punto Vaccinale Polivalente,STS,Emilia-Romagna
Punto Vaccinale Presso Ambulatorio Azienda Ospedaliera Modena,STS,Emilia-Romagna
Punto Vaccinale Presso Ambulatorio Ospedale Baggiovara,STS,Emilia-Romagna
Punto Vaccinale Presso Ambulatorio Ospedale Di Comunita Castelfranco Emilia,STS,Emilia-Romagna
Punto Vaccinale Presso Ambulatorio Ospedale Mirandola,STS,Emilia-Romagna
Punto Vaccinale Presso Ambulatorio Ospedale Pavullo,STS,Emilia-Romagna
Punto Vaccinale Presso Ambulatorio Ospedale Sassuolo,STS,Emilia-Romagna
Punto Vaccinale Presso Ambulatorio Protetto Ospedale Baggiovara,STS,Emilia-Romagna
Punto Vaccinale Presso Azienda Ospedaliera Policlinico,STS,Emilia-Romagna
Punto Vaccinale Presso Centro Antidiabetico Di Carpi,STS,Emilia-Romagna
Punto Vaccinale Presso Centro Antidiabetico Di Castelfranco Emilia,STS,Emilia-Romagna
Punto Vaccinale Presso Centro Antidiabetico Di Mirandola,STS,Emilia-Romagna
Punto Vaccinale Presso Centro Antidiabetico Di Modena,STS,Emilia-Romagna
Punto Vaccinale Presso Centro Antidiabetico Di Pavullo,STS,Emilia-Romagna
Punto Vaccinale Presso Centro Antidiabetico Di Sassuolo,STS,Emilia-Romagna
Punto Vaccinale Presso Centro Antidiabetico Di Vignola,STS,Emilia-Romagna
Punto Vaccinale Presso Dialisi Casa Della Salute Di Castelfranco Emilia,STS,Emilia-Romagna
Punto Vaccinale Presso Dialisi Ospedale Di Carpi,STS,Emilia-Romagna
Punto Vaccinale Presso Dialisi Ospedale Di Mirandola,STS,Emilia-Romagna
Punto Vaccinale Presso Dialisi Ospedale Di Pavullo,STS,Emilia-Romagna
Punto Vaccinale Presso Dialisi Ospedale Di Vignola,STS,Emilia-Romagna
Punto Vaccinale Territoriale - Alta Val Nure,STS,Emilia-Romagna
Punto Vaccinale Territoriale - Levante,STS,Emilia-Romagna
Punto Vaccinale Territoriale Arsenale,STS,Emilia-Romagna
Punto Vaccinale Territoriale Piacenza Expo,STS,Emilia-Romagna
Punto Vaccinazione Anti Covid 19 - Auditorium Ex Chiesa Osservanza,STS,Emilia-Romagna
Servizio Profilassi Malattie Infettive,STS,Emilia-Romagna
Vaccinazione Covid - Ambulatorio Percorso Protetto  - Reggio Emilia,STS,Emilia-Romagna
Vaccinazione Covid - Ex Ospedale Lazzaro Spallanzani,STS,Emilia-Romagna
Vaccinazione Covid C/O Distretto Di Correggio,STS,Emilia-Romagna
Vaccinazione Covid C/O Fiera Di Scandiano,STS,Emilia-Romagna
Vaccinazione Covid C/O Ospedale Di Castelnovo Ne' Monti,STS,Emilia-Romagna
Vaccinazione Covid C/O Ospedale Di Guastalla,STS,Emilia-Romagna
Vaccinazione Covid C/O Ospedale Di Montecchio,STS,Emilia-Romagna
Vaccinazioni Covid Fiera Cup,STS,Emilia-Romagna
Villa Salus,RIA,Emilia-Romagna
Associaz. 'La Nostra Famiglia',RIA,Friuli-Venezia Giulia
Bambini E Autismo,RIA,Friuli-Venezia Giulia
Centro Progetto Spilimbergo,RIA,Friuli-Venezia Giulia
Centro Vaccinale Anti Covid 19  Gorizia Fiera,STS,Friuli-Venezia Giulia
Centro Vaccinale Anti Covid 19 Burlo,STS,Friuli-Venezia Giulia
Centro Vaccinale Anti Covid 19 Centro Anziani Monfalcone,STS,Friuli-Venezia Giulia
Centro Vaccinale Anti Covid 19 Dip Prevenzione Gorizia,STS,Friuli-Venezia Giulia
Centro Vaccinale Anti Covid 19 Dip Prevenzione San Giovanni,STS,Friuli-Venezia Giulia
Centro Vaccinale Anti Covid 19 Molo Iv,STS,Friuli-Venezia Giulia
Centro Vaccinale Anti Covid 19 Palestra Comunale Aurisina,STS,Friuli-Venezia Giulia
Centro Vaccinale Anti Covid 19 Palestra Comunale Muggia,STS,Friuli-Venezia Giulia
Centro Vaccinale Anti Covid 19 Porto Franco Trieste,STS,Friuli-Venezia Giulia
Centro Vaccinale Anti Covid 19 Ronchi Dei Legionari,STS,Friuli-Venezia Giulia
Centro Vaccinale Di Maniago - Ex Ipsia,STS,Friuli-Venezia Giulia
Cittadella Della Salute,STS,Friuli-Venezia Giulia
Comunita' Di Rinascita,RIA,Friuli-Venezia Giulia
Comunita' Piergiorgio - Onlus,RIA,Friuli-Venezia Giulia
Eutonia Sanità E Salute,RIA,Friuli-Venezia Giulia
Friuli Riabilitazione S.R.L.,RIA,Friuli-Venezia Giulia
Ist.Med.Pedag.'S.Maria Colli',RIA,Friuli-Venezia Giulia
La Nostra Famiglia,RIA,Friuli-Venezia Giulia
Ospizio Marino Di Grado,RIA,Friuli-Venezia Giulia
Punto Vaccinale C/O  Residenza Polifunzionale Di Campeglio,STS,Friuli-Venezia Giulia
Punto Vaccinale C/O Casa Di Accoglienza Del Clero,STS,Friuli-Venezia Giulia
Punto Vaccinale C/O Comunità Alloggio Associazione Anziani,STS,Friuli-Venezia Giulia
Punto Vaccinale C/O Comunità Alloggio Di Attimis,STS,Friuli-Venezia Giulia
Punto Vaccinale C/O Comunità Alloggio Di Lusevera  - Villanova 110,STS,Friuli-Venezia Giulia
Punto Vaccinale C/O Comunità Alloggio Di Lusevera - Pradielis 11 E 11/A,STS,Friuli-Venezia Giulia
Punto Vaccinale C/O I Faggi,STS,Friuli-Venezia Giulia
Punto Vaccinale C/O La Villa Rosa,STS,Friuli-Venezia Giulia
Punto Vaccinale C/O Santa Maria Degli Angeli,STS,Friuli-Venezia Giulia
Punto Vaccinale C/O Zaffiro Di Rivignano,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Cap Mortegliano,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Cap Zugliano,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Centro Comm.Le Le Manifatture Gemona,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Cividale Palazzetto Dello Sport,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Codroipo Tensostruttura,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Ente Fiera Udine,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Latisana Palestra Scuola,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Manzano Palazzetto Dello Sport,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Modus Tennis Club Tarcento,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Palasport Latisanotta,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Palazzetto Dello Sport Tarvisio,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Palestra Lignano Sabbiadoro,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Stadio Friuli,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Tolmezzo Palatennis,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Universita' Di Udine - Polo Scientifico Dei Rizzi,STS,Friuli-Venezia Giulia
Punto Vaccinale Covid Villa Manin,STS,Friuli-Venezia Giulia
Studio Fis. Busetto & Ponte,RIA,Friuli-Venezia Giulia
Uildm Sezione Di Pordenone,RIA,Friuli-Venezia Giulia
' San Raffaele '  Cassino,RIA,Lazio
""" Centro Benessere Srl """,RIA,Lazio
A.I.R.R.I.,RIA,Lazio
A.I.R.R.I. Bracciano,RIA,Lazio
A.L.M.,RIA,Lazio
A.L.M. - Carlo Lodi,RIA,Lazio
Adm - Gruppo Audiomedical Srl,RIA,Lazio
Airri Ciampino Srl,RIA,Lazio
Airri Clodio,RIA,Lazio
Airri Medical,RIA,Lazio
Alm Ass. Laziale Motulesi,RIA,Lazio
Anfas Roma Onlus,RIA,Lazio
Ar Sana 2,RIA,Lazio
Argos Centro Di Riabilitazione,RIA,Lazio
Ars Sana,RIA,Lazio
Ass. Istituto S. Cecilia,RIA,Lazio
Assoc. Ne Scuola Viva Onlus,RIA,Lazio
Assohandicap Art. 26,RIA,Lazio
Buon Lavoro Piccoli,RIA,Lazio
C. C. Villa Sandra,RIA,Lazio
C. Riab.Psicomotoria Padre Pio,RIA,Lazio
C.M.P.H.,RIA,Lazio
C.M.P.H. - Via Livorno,RIA,Lazio
C.O.E.S Onlus,RIA,Lazio
C.R.C. Balbuzie,RIA,Lazio
Casa Di Cura Santa Rita Da Cas,RIA,Lazio
Casa Di Cura Villa Fulvia,RIA,Lazio
Casa Giocosa,RIA,Lazio
Casa Loic,RIA,Lazio
'Casaletto' Anffas Roma Onlus,RIA,Lazio
Cen. Neuro. Arcobaleno,RIA,Lazio
Centr Riabilitativo Ecass,RIA,Lazio
Centro 'A. Boggi',RIA,Lazio
Centro Adelphi,RIA,Lazio
Centro Amb Mondo Riabilitazion,RIA,Lazio
Centro Amb.Le-Domic.Re Unisan,RIA,Lazio
Centro Ambulatoriale,RIA,Lazio
Centro Bambu',RIA,Lazio
Centro Di Audiofonologopedia,RIA,Lazio
Centro Di Riab.La Valle,RIA,Lazio
Centro Diagnostico Arce,RIA,Lazio
Centro Educazione Motoria Cem,RIA,Lazio
Centro Educazione Motoria -Cem,RIA,Lazio
Centro Primula Abbvie Aprilia,STS,Lazio
Centro Primula Asl Roma 1 Termini,STS,Lazio
Centro Primula Asl Roma1 Comprensorio S.Maria Della Pieta' Padiglione 90,STS,Lazio
Centro Primula Centro Itaca,STS,Lazio
Centro Primula Latina Expo,STS,Lazio
Centro Regionale S.Alessio,RIA,Lazio
Centro Ria H Riabilitazione Sr,RIA,Lazio
Centro Riab. Poggio Mirteto,RIA,Lazio
Centro Riab. Santa Rosa,RIA,Lazio
Centro Riab.Ne S. Raffaele,RIA,Lazio
Centro Riabilitativo Ecass,RIA,Lazio
Centro Riabilitazione Al Parco,RIA,Lazio
Centro Riabilitazione Dahlia,RIA,Lazio
Centro S. M. Della Provvidenza,RIA,Lazio
Centro Sperimentale Per L'Auti,RIA,Lazio
Centro Tangram,RIA,Lazio
"Centro Vaccinale ""La Vela"" Policlinico Tor Vergata",STS,Lazio
Centro Vaccinale Anti-Covid19 Della Sabina Amazon,STS,Lazio
Centro Vaccinale Covid 19 Asl Roma 1 - 'Acea - Ostiense',STS,Lazio
Centro Vaccinale Covid 19 Asl Roma 1 - 'Porte Di Roma',STS,Lazio
Comunità Capodarco,RIA,Lazio
Comunita` Il Chicco,RIA,Lazio
Coop Esperanto,RIA,Lazio
Cooperativa C.A.R.,RIA,Lazio
Crn  = Centro Riab. Neuromotor,RIA,Lazio
Didasco Coop. Sociale A.R.L.,RIA,Lazio
Don Orione - Centro Mutilatini,RIA,Lazio
Erre-D Srl Latina,RIA,Lazio
Ex Bosi Centro Vac,STS,Lazio
Fondaz. Don Carlo Gnocchi,RIA,Lazio
Fondazione Piccolo Rifugio,RIA,Lazio
Fondazione Santa Lucia Irccs,RIA,Lazio
Fondazione Uildm Lazio Onlus,RIA,Lazio
Fondaziozione Roma Litorale On,RIA,Lazio
Fuori Dal Tunnel,RIA,Lazio
Giomi Rsa Laz- Centro Armonia,RIA,Lazio
Gli Annali,RIA,Lazio
Hub Vaccinale Comunita' Di Sant'Egidio,STS,Lazio
I.M.P.P.I.T.  Infanzia Tardiva,RIA,Lazio
Ini Divisione Villa Dante,RIA,Lazio
Ist Figlie S Maria Provvidenza,RIA,Lazio
Ist.Med. Psico Ped.Sacro Cuore,RIA,Lazio
Istituto Calamatta,RIA,Lazio
Istituto Di Ortofonologia,RIA,Lazio
Istituto Filippo Smaldone,RIA,Lazio
Istituto Leonarda Vaccari,RIA,Lazio
Istituto Pia Casa Ambrosini,RIA,Lazio
La Nostra Scuola,RIA,Lazio
Medical Spuri S.R.L.,RIA,Lazio
Mondo Riabilitazione Srl,RIA,Lazio
Nomentana Hospital Srl,RIA,Lazio
Opera Don Guanella,RIA,Lazio
Opera Sante De Sanctis,RIA,Lazio
Opera Sante De Sanctis-Via Pol,RIA,Lazio
Parole In Movimento,RIA,Lazio
Pianeta Riabilitazione,RIA,Lazio
Poligest Casa Cura V. Querce,RIA,Lazio
Presidio Di Riabilitazione Osa,RIA,Lazio
Presidio Di Via Dionisio,RIA,Lazio
Presidio Filippo Turati,RIA,Lazio
Progetto Amico,RIA,Lazio
Punto Di Somministrazione Vaccinale Presso Cinecitta' Studios,STS,Lazio
Punto Vaccini Anti Covid-19 Fiumicino,STS,Lazio
Raggio Di Sole,RIA,Lazio
Rifi Srl,RIA,Lazio
S.Maria Del Prato,RIA,Lazio
Sa.Ni. Children S.R.L.,RIA,Lazio
San Giovanni Di Dio,RIA,Lazio
Soc. Coop. Sociale Nemo Onlus,RIA,Lazio
Strutt. Semi-Res. A. Boggi,RIA,Lazio
Studio Medico San Giorgio,RIA,Lazio
Te.Ri,RIA,Lazio
Vaclav Vojta,RIA,Lazio
Villa Alba E Ist. Cure Fisiche,RIA,Lazio
Villa Alba Srl,RIA,Lazio
Villa Ardeatina Srl,RIA,Lazio
Villa Buon Respiro,RIA,Lazio
Villa Immacolata,RIA,Lazio
Villa Santa Margherita,RIA,Lazio
Villaggio Eugenio Litta Art.26,RIA,Lazio
A.I.A.S. Villa Sanginetti,RIA,Liguria
A.N.F.F.As - Albenga,RIA,Liguria
Albatros Srl  C. Giovanna D'A,RIA,Liguria
Amb. Guardia Di Finanza Cavour,STS,Liguria
Ambulatorio Montebruno,STS,Liguria
Ambulatorio Presso Polizia Di Stato,STS,Liguria
Ambulatorio Riab. Arcipelago,RIA,Liguria
Ambulatorio Vaccinale - Carcere Pontedecimo,STS,Liguria
Ambulatorio Vaccinale - Caserma Polizia Bolzaneto,STS,Liguria
Ambulatorio Vaccinale - Lilt (Lega Italiana Lotta Contro I Tumori),STS,Liguria
Ambulatorio Vaccinale - Pieve Ligure Alta,STS,Liguria
Ambulatorio Vaccinale Covid Ceparana,STS,Liguria
Ambulatorio Vaccinale Covid Follo,STS,Liguria
Ambulatorio Vaccinale Covid La Spezia,STS,Liguria
Ambulatorio Vaccinale Presso Albergo Dei Poveri,STS,Liguria
Ambulatorio Vaccinazioni Presso Villa Serena,STS,Liguria
Anffas - Pres. Parini,RIA,Liguria
Anffas - Pres. Rosa Gattorno,RIA,Liguria
Anffas - Presidio Cesino,RIA,Liguria
Anffas - Presidio Coronata,RIA,Liguria
Anffas - Presidio Falchetti,RIA,Liguria
Anffas - Presidio Pisacane,RIA,Liguria
Anffas - Villa Galletto,RIA,Liguria
Anffas -Dopo Di Noi-V. Cordano,RIA,Liguria
Anffas Onlus Tigullio Ovest,RIA,Liguria
Asl1 - Distr.1 Bordighera Covid Mmg ,STS,Liguria
Asl1 - Distr.2 Sanremese Covid Mmg ,STS,Liguria
Asl1 - Distr.3 Imperiese Covid Mmg ,STS,Liguria
Ass. Mai Soli Onlus,RIA,Liguria
Ass.Tigullio Est Anffas,RIA,Liguria
Avis Comunale Ronco Scrivia,STS,Liguria
Badalucco - Centro Vaccinazione Covid,STS,Liguria
Bajardo - Centro Vaccinazione Covid,STS,Liguria
Boggiano Pico - Don Orione,RIA,Liguria
Bogliasco Croce Verde,STS,Liguria
C. Diurno Disab. V. Gramsci,RIA,Liguria
C. Terapeutico Diurno Gaggiola,RIA,Liguria
C.D. Il Girasole,RIA,Liguria
C.R. Vittoria Giorni - Covid,STS,Liguria
C.R.C.T.  Il Gabbiano-Segesta,RIA,Liguria
Camogli Croce Rossa Italiana,STS,Liguria
Camporosso - Centro Polivalente G.Falcone,STS,Liguria
Cares Onlus,RIA,Liguria
Casa Aperta Il Carpanedo,RIA,Liguria
Casa Del Santo Bambino - Resid,RIA,Liguria
Casa Del Santo Bambino-Semires,RIA,Liguria
Casa Della Salute - Multedo,STS,Liguria
Casa Della Salute - Sampierdarena Torre Msc,STS,Liguria
Casa Di Riposo San Giuseppe - Covid,STS,Liguria
Cd Riabilitativo Arcipelago,RIA,Liguria
Cd Riabilitativo Arcobaleno,RIA,Liguria
Centro A.I.A.S. Savona,RIA,Liguria
Centro Di Riabilitazione Srl,RIA,Liguria
Centro Redulco,RIA,Liguria
Centro Resid. Germana Costa,RIA,Liguria
Centro Residenz. La Magnolia,RIA,Liguria
Centro Riab. 'Luigi Stoppani',RIA,Liguria
Centro Riab. Res. L'Altalena,RIA,Liguria
Centro Riab. Uildm Genova,RIA,Liguria
Centro Socio Sanit Sacro Cuore,RIA,Liguria
Centro Vaccinale,STS,Liguria
Centro Vaccinale Auditorium,STS,Liguria
Centro Vaccinale Corso Dante,STS,Liguria
Centro Vaccinale Med. Penitenziaria,STS,Liguria
Centro Vaccinale Stelmilit,STS,Liguria
Centro Vaccinale Viale Dante,STS,Liguria
Cepim - Semiresidenziale,RIA,Liguria
Cepim - Volta,RIA,Liguria
Cepim L'Appartamento Cent Down,RIA,Liguria
Ceriana - Centro Vaccinazione Covid ,STS,Liguria
Chiossone-Car Minori Gli Alber,RIA,Liguria
Chiusavecchia - Centro Vaccinazione Covid,STS,Liguria
Codess Sociale Vada Sabatia,RIA,Liguria
Comune Rovegno,STS,Liguria
Consorzio Cociv - Stanza Vaccinale Per I Propri Dipendenti,STS,Liguria
Croce Verde Casella,STS,Liguria
Crsd Disabili (Ex Rep.Speciale,RIA,Liguria
Diano Marina - Centro Vaccinazione Covid,STS,Liguria
Direzione Asl3 Liguria,STS,Liguria
Distretto 1 - Vaccinazione Domiciliare Covid,STS,Liguria
Distretto 2 - Vaccinazione Domiciliare Covid,STS,Liguria
Distretto 3 - Vaccinazione Domiciliare Covid,STS,Liguria
Ex Ferriera Formento Rossiglione,STS,Liguria
Famiglia Moresco - Don Orione,RIA,Liguria
Fondazione Sacra Famiglia,RIA,Liguria
Gisal Cead Casa Marta,RIA,Liguria
Hitachi Rail Sts Genova Hub Vaccinale,STS,Liguria
Hub Sala Chiamata,STS,Liguria
Hub Vaccinale Amazon Italia,STS,Liguria
Hub Vaccinale Ansaldo Energia,STS,Liguria
Hub Vaccinale Iplom - Busalla,STS,Liguria
Hub Vaccinale Teatro Della Gioventu',STS,Liguria
Il Faggio Carcare,RIA,Liguria
Il Faggio Coop Soc. Onlus,RIA,Liguria
Il Faggio Coop. Sociale,RIA,Liguria
Il Faggio Onlus,RIA,Liguria
'Il Granello' - Varazze,RIA,Liguria
Il Ponte,RIA,Liguria
Il Sorriso,RIA,Liguria
Imperia - Palasalute Centro Vaccinazione Covid ,STS,Liguria
Isah Centro Di Riab. Polivalen,RIA,Liguria
Isolabona - Centro Vaccinazione Covid ,STS,Liguria
Ist. Chiossone - Car Adulti,RIA,Liguria
Ist. Chiossone (Car) X Minori,RIA,Liguria
Ist. Riab.'Il Faggio' - Sv2,RIA,Liguria
Istituto Camaldoli - Don Orion,RIA,Liguria
Istituto Castagna Pcdo - Covid,STS,Liguria
Istituto Medico Ped. Borghetto,RIA,Liguria
Istituto Paverano - Don Orione,RIA,Liguria
La Missione Sz Sez Comatosi,RIA,Liguria
La Nostra Famiglia-Varazze,RIA,Liguria
Magazzini Del Cotone,STS,Liguria
Missione La Cometa,RIA,Liguria
Molini Di Triora - Centro Vaccinazione Covid,STS,Liguria
Nucci Novi Ceppellini,RIA,Liguria
Nuova Assistenza Soc. Coop Soc,RIA,Liguria
Opera G. Signori Ist S. Pietro,RIA,Liguria
Palamare Pra,STS,Liguria
Perinaldo - Centro Vaccinazione Covid ,STS,Liguria
Pieve Di Teco - Centro Vaccinazione Covid,STS,Liguria
Pigna - Centro Vaccinazioni Covid,STS,Liguria
Pineta Marina - Covid,STS,Liguria
Poliambulatorio San Siro,STS,Liguria
Pres. Riab. Disabilità Ge Pra',RIA,Liguria
Presidio Cri - Comitato Vallescrivia Odv,STS,Liguria
Presidio Primo Levi,STS,Liguria
Presidio Riabilitativo  Mons,RIA,Liguria
Quarto,STS,Liguria
Regione Liguria - Fieschi,STS,Liguria
Residenza Ave Maria/Residenza Boccadasse - Covid,STS,Liguria
Residenza Disabili Villa Perla,RIA,Liguria
Rfi Fs Hub Vaccinale Ge Covid,STS,Liguria
Ricovero S. Giuseppe - Covid,STS,Liguria
Rinascita Vita-Villa Bracelli,RIA,Liguria
Rp Casa Di Riposo Boetto Covid,STS,Liguria
Rp Dott. Zunino - Covid,STS,Liguria
Rp Immacolatine Quinto - Covid,STS,Liguria
Rsa Campo Ligure - Covid,STS,Liguria
Rsa Castelletto - Covid,STS,Liguria
Rsa Doria - Covid,STS,Liguria
Rsa Galliera - Covid,STS,Liguria
Rsa La Benedetta Covid,STS,Liguria
Rsa Nucleo Alzheimer Rossiglione - Covid,STS,Liguria
Rsa Residenza Serena,STS,Liguria
Rsa S. Benedetto - Don Orione - Ist. Paverano - Covid,STS,Liguria
Rsa San Francesco Di Recco - Covid,STS,Liguria
Rsa Villa Marta Di Betania,STS,Liguria
Rsa Villa San Pietro - Covid,STS,Liguria
Sacra Famiglia Mons. Pogliani,RIA,Liguria
Salone Nautico Hub Vacc Covid,STS,Liguria
San Giuseppe Di Boccadasse - Covid,STS,Liguria
Sede Confcommercio,STS,Liguria
Servizi Medici Hesperia,RIA,Liguria
Servizio Riab. Aism Liguria,RIA,Liguria
Sito Di Vaccinazione Covid-19 Albenga,STS,Liguria
Sito Di Vaccinazione Covid-19 Arnasco,STS,Liguria
Sito Di Vaccinazione Covid-19 Balestrino,STS,Liguria
Sito Di Vaccinazione Covid-19 Cairo,STS,Liguria
Sito Di Vaccinazione Covid-19 Calizzano,STS,Liguria
Sito Di Vaccinazione Covid-19 Finale L.,STS,Liguria
Sito Di Vaccinazione Covid-19 Millesimo,STS,Liguria
Sito Di Vaccinazione Covid-19 Mmg Albenga,STS,Liguria
Sito Di Vaccinazione Covid-19 Mmg Borghetto Ss,STS,Liguria
Sito Di Vaccinazione Covid-19 Mmg Sv,STS,Liguria
Sito Di Vaccinazione Covid-19 Sassello,STS,Liguria
Sito Di Vaccinazione Covid-19 Spotorno,STS,Liguria
Sito Di Vaccinazione Covid-19 Sv-1,STS,Liguria
Sito Di Vaccinazione Covid-19 Sv-2,STS,Liguria
Sito Di Vaccinazione Covid-19 Varazze,STS,Liguria
Stanza Vaccinale Domiciliare Presso D.S.S. 10 Poliambulatori Via Bonghi,STS,Liguria
Stanza Vaccinale Domiciliare Presso D.S.S. 11 Ambulatori Via Assarotti,STS,Liguria
Stanza Vaccinale Domiciliare Presso D.S.S. 12 Ambulatori Via Archimede,STS,Liguria
Stanza Vaccinale Domiciliare Presso D.S.S. 8 - Ambulatorio Camozzini,STS,Liguria
Stanza Vaccinale Domiciliare Presso D.S.S. 9 Poliambulatori Fiumara,STS,Liguria
Stanza Vaccinale Domiciliare Presso Dss 13 - Casa Della Salute Quarto,STS,Liguria
Suore Minime Di Marassi - Covid,STS,Liguria
Taggia  - Vaccinazione Covid Drive Through,STS,Liguria
Taggia - Nuova Stazione Ferroviaria,STS,Liguria
Ufficio Sanità Marittima Usmaf-Sasn Liguria,STS,Liguria
Uscio Palestra Comunale Ambulatori Allestiti Sotto Piazza Della Resistenza,STS,Liguria
Villa Bombrini,STS,Liguria
Villa Delle Rose Genova - Covid,STS,Liguria
Villa Delle Rose Sori - Covid,STS,Liguria
Villa Maddalena,RIA,Liguria
Villa Maria Teresa,RIA,Liguria
Villa Pagani Carani Cress,RIA,Liguria
Villa Santa Maria In Bethlem,RIA,Liguria
Villaggio Del Rag.-B.Acquarone,RIA,Liguria
A.I.A.S. - Milano,RIA,Lombardia
A.I.A.S. - Monza,RIA,Lombardia
A.S.P. Ist.Assist.E Cura S.Mar,RIA,Lombardia
Aias,RIA,Lombardia
Ambrosiana Medical Center - Mi,RIA,Lombardia
Ass.La Nostra Famiglia-Lecco,RIA,Lombardia
C.Riab.La Prateria-Paderno D.,RIA,Lombardia
C.Ried.Mot.Ns.Fam.-P.Te Lambro,RIA,Lombardia
Casa Di Cura E Riabilitazione,RIA,Lombardia
Cdc Il Melograno,RIA,Lombardia
Centro A.I.R.R.I- Milano,RIA,Lombardia
Centro Di Riabil. S.Vincenzo -,RIA,Lombardia
"Centro Di Riabilitazione "" E. ",RIA,Lombardia
Centro Don Orione - Bergamo,RIA,Lombardia
Centro Radiologia E Fisioterap,RIA,Lombardia
Coop. Soc. Studio Ripamonti -,RIA,Lombardia
Coop. Sociale Rieducazione - M,RIA,Lombardia
Cremona Solidale - Cremona,RIA,Lombardia
Don Gnocchi Centro Girola,RIA,Lombardia
Fond. Benefattori Cremaschi On,RIA,Lombardia
Fond. Istit. Vismara-S.Bassano,RIA,Lombardia
Fond. Madonna  Del Corlo Onlus,RIA,Lombardia
Fond. Osp. G.Aragona-S.Giovann,RIA,Lombardia
Fond.Don Gnocchi-Inverigo,RIA,Lombardia
Fond.Ist.E.Germani-Cingia De'B,RIA,Lombardia
Fond.Osp.Casa Di Riposo Nob. P,RIA,Lombardia
Fond.Osp.Casa Di Riposo Nob.P.,RIA,Lombardia
Fondaz.Ist.Sacra Famiglia-Cesa,RIA,Lombardia
Fondazione Don Carlo Gnocchi,RIA,Lombardia
Fondazione Don Carlo Gnocchi -,RIA,Lombardia
Fondazione Don Carlo Gnocchi O,RIA,Lombardia
Fondazione Don Carlo Gnocchi-C,RIA,Lombardia
