CODICE REGIONE,DENOMINAZIONE REGIONE,CODICE AZIENDA,DENOMINAZIONE AZIENDA,INDIRIZZO,CAP,COMUNE
60,Friuli Venezia Giulia,203,Alto Friuli - Collinare - Medio Friuli,P.Za Portuzza 2,33013,Gemona Del Friuli
60,Friuli Venezia Giulia,203,Alto Friuli - Collinare - Medio Friuli,P.Za Portuzza 2,33013,Gemona Del Friuli
60,Friuli Venezia Giulia,203,Alto Friuli - Collinare - Medio Friuli,P.Za Portuzza 2,33013,Gemona Del Friuli
60,Friuli Venezia Giulia,203,Alto Friuli - Collinare - Medio Friuli,P.Za Portuzza 2,33013,Gemona Del Friuli
20,Valle D'Aosta,101,Aosta,Via Guido Rey 1,11100,Aosta
20,Valle D'Aosta,101,Aosta,Via Guido Rey 1,11100,Aosta
20,Valle D'Aosta,101,Aosta,Via Guido Rey 1,11100,Aosta
20,Valle D'Aosta,101,Aosta,Via Guido Rey 1,11100,Aosta
90,Toscana,108,Arezzo,Via Fonte Veneziana 8,52100,Arezzo
90,Toscana,108,Arezzo,Via Curtatone 54,52100,Arezzo
90,Toscana,108,Arezzo,Via Curtatone 54,52100,Arezzo
90,Toscana,108,Arezzo,Via Curtatone 54,52100,Arezzo
90,Toscana,108,Arezzo,Via Curtatone 54,52100,Arezzo
90,Toscana,108,Arezzo,Via Curtatone 54,52100,Arezzo
50,Veneto,105,Arzignano,Via Trento  4,36071,Arzignano
50,Veneto,105,Arzignano,Via Trento  4,36071,Arzignano
50,Veneto,105,Arzignano,Via Trento 4,36071,Arzignano
50,Veneto,105,Arzignano,Via Trento 4,36071,Arzignano
50,Veneto,105,Arzignano,Via Trento 4,36071,Arzignano
50,Veneto,105,Arzignano,Via Trento 4,36071,Arzignano
50,Veneto,105,Arzignano,Via Trento 4,36071,Arzignano
60,Friuli Venezia Giulia,205,As Friuli Occidentale,Via Della Vecchia Ceramica 1,33170,Pordenone
60,Friuli Venezia Giulia,205,As Friuli Occidentale,Via Della Vecchia Ceramica 1,33170,Pordenone
100,Umbria,101,Asl 1 - Citta' Di Castello,Via Luigi Angelini 10,6012,Citta' Di Castello
100,Umbria,101,Asl 1 - Citta' Di Castello,Via Luigi Angelini 10,6012,Citta' Di Castello
100,Umbria,103,Asl 3 - Foligno,Piazza Giacomini 40,6034,Foligno
100,Umbria,103,Asl 3 - Foligno,Piazza Giacomini 40,6034,Foligno
100,Umbria,204,Asl 4 - Terni,Via Bramante 37,5100,Terni
100,Umbria,204,Asl 4 - Terni,Via Bramante 37,5100,Terni
160,Puglia,114,Asl Ba,Lungomare Starita 6,70123,Bari
160,Puglia,114,Asl Ba,Lungomare Starita 6,70123,Bari
160,Puglia,113,Asl Bat,Via Fornaci 201,70031,Andria
160,Puglia,106,Asl Br,Via Dalmazia 13,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,106,Asl Br,Via Napoli 8,72100,Brindisi
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
160,Puglia,113,Asl Bt,Via Fornaci 201,70031,Andria
10,Piemonte,301,Asl Citta' Di Torino,Corso Svizzera 164,10149,Torino
10,Piemonte,301,Asl Citta' Di Torino,Via San Secondo  29,10128,Torino
10,Piemonte,301,Asl Citta' Di Torino,Via San Secondo  29,10128,Torino
10,Piemonte,301,Asl Citta' Di Torino,Via San Secondo  29,10128,Torino
10,Piemonte,301,Asl Citta' Di Torino,Via San Secondo  29,10128,Torino
160,Puglia,115,Asl Fg,Piazza Libertà 1,71100,Foggia
160,Puglia,115,Asl Fg,Piazza Libertà 1,71100,Foggia
160,Puglia,116,Asl Le,Via Miglietta 5,73100,Lecce
160,Puglia,116,Asl Le,Via Miglietta 5,73100,Lecce
160,Puglia,116,Asl Le,Via Miglietta 5,73100,Lecce
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
160,Puglia,112,Asl Ta,Viale Virgilio 31,74100,Taranto
50,Veneto,108,Asolo,Via Forestuzzo  41,31011,Asolo
50,Veneto,108,Asolo,Via Forestuzzo  41,31011,Asolo
50,Veneto,108,Asolo,Via Forestuzzo 41,31011,Asolo
50,Veneto,108,Asolo,Via Forestuzzo 41,31011,Asolo
50,Veneto,108,Asolo,Via Forestuzzo 41,31011,Asolo
50,Veneto,108,Asolo,Via Forestuzzo 41,31011,Asolo
50,Veneto,108,Asolo,Via Forestuzzo 41,31011,Asolo
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,201,Asp Agrigento,Via Manzoni  140,92100,Agrigento
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,202,Asp Caltanissetta,Via Cusmano 10,93100,Caltanissetta
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,203,Asp Catania,Via S. Maria La Grande 5,95124,Catania
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,209,Asp Di Trapani,Via Mazzini 1,91100,Trapani
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,204,Asp Enna,Viale Diaz 23,94100,Enna
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,205,Asp Messina,Via Del Vespro  289,98100,Messina
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,206,Asp Paleasl Roma Rmo,Via G. Cusmano 24,90100,Palermo
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,207,Asp Ragusa,P.Zza Igea 1,97100,Ragusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
190,Sicilia,208,Asp Siracusa,C.So Gelone 17,96100,Siracusa
140,Molise,201,Asrem,Via Petrella 1,86100,Campobasso
140,Molise,201,Asrem,Via Petrella 1,86100,Campobasso
60,Friuli Venezia Giulia,206,Asu Friuli Centrale,Via Pozzuolo 330,33100,Udine
60,Friuli Venezia Giulia,206,Asu Friuli Centrale,Via Pozzuolo 330,33100,Udine
60,Friuli Venezia Giulia,207,Asu Giuliano Isontina,Via Costantinides  2,34128,Trieste
60,Friuli Venezia Giulia,207,Asu Giuliano Isontina,Via Costantinides  2,34128,Trieste
60,Friuli Venezia Giulia,201,Asui Di Trieste,Via Giovanni Sai 1-3,34128,Trieste
60,Friuli Venezia Giulia,201,Asui Di Trieste,Via Giovanni Sai 1-3,34128,Trieste
60,Friuli Venezia Giulia,201,Asui Di Trieste,Via Giovanni Sai 1-3,34128,Trieste
60,Friuli Venezia Giulia,204,Asui Di Udine,Via Pozzuolo 330,33100,Udine
60,Friuli Venezia Giulia,204,Asui Di Udine,Via Pozzuolo 330,33100,Udine
60,Friuli Venezia Giulia,204,Asui Di Udine,Via Pozzuolo 330,33100,Udine
110,Marche,201,Asur Marche,Via Caduti Del Lavoro 40,60131,Ancona
110,Marche,201,Asur Marche,Via Caduti Del Lavoro 40,60131,Ancona
110,Marche,201,Asur Marche,Via Caduti Del Lavoro 40,60131,Ancona
110,Marche,201,Asur Marche,Via Caduti Del Lavoro 40,60131,Ancona
110,Marche,201,Asur Marche,Via Caduti Del Lavoro 40,60131,Ancona
110,Marche,201,Asur Marche,Via Caduti Del Lavoro 40,60131,Ancona
110,Marche,201,Asur Marche,Via Caduti Del Lavoro 40,60131,Ancona
110,Marche,201,Asur Marche,Via Caduti Del Lavoro 40,60131,Ancona
110,Marche,201,Asur Marche,Via Caduti Del Lavoro 40,60131,Ancona
110,Marche,201,Asur Marche,Via G. Oberdan 2,60122,Ancona
110,Marche,201,Asur Marche,Via G. Oberdan 2,60122,Ancona
110,Marche,201,Asur Marche,Via G. Oberdan 2,60122,Ancona
30,Lombardia,322,Ats Dell'Insubria,Via O. Rossi 9,21100,Varese
30,Lombardia,322,Ats Dell'Insubria,Via O. Rossi 9,21100,Varese
30,Lombardia,322,Ats Dell'Insubria,Via O. Rossi 9,21100,Varese
30,Lombardia,322,Ats Dell'Insubria,Via O. Rossi 9,21100,Varese
30,Lombardia,322,Ats Dell'Insubria,Via O. Rossi 9,21100,Varese
30,Lombardia,322,Ats Dell'Insubria,Via O. Rossi 9,21100,Varese
30,Lombardia,324,Ats Della Brianza,Viale Elvezia 2,20900,Monza
30,Lombardia,324,Ats Della Brianza,Viale Elvezia 2,20900,Monza
30,Lombardia,324,Ats Della Brianza,Viale Elvezia 2,20900,Monza
30,Lombardia,324,Ats Della Brianza,Viale Elvezia 2,20900,Monza
30,Lombardia,324,Ats Della Brianza,Viale Elvezia 2,20900,Monza
30,Lombardia,324,Ats Della Brianza,Viale Elvezia 2,20900,Monza
30,Lombardia,321,Ats Della Citta' Metropolitana Di Milano,Corso Italia 19,20122,Milano
30,Lombardia,321,Ats Della Citta' Metropolitana Di Milano,Corso Italia 19,20122,Milano
30,Lombardia,321,Ats Della Citta' Metropolitana Di Milano,Corso Italia 19,20122,Milano
30,Lombardia,321,Ats Della Citta' Metropolitana Di Milano,Corso Italia 19,20122,Milano
30,Lombardia,321,Ats Della Citta' Metropolitana Di Milano,Corso Italia 19,20122,Milano
30,Lombardia,321,Ats Della Citta' Metropolitana Di Milano,Corso Italia 19,20122,Milano
30,Lombardia,323,Ats Della Montagna,Via N. Sauro 38,23100,Sondrio
30,Lombardia,323,Ats Della Montagna,Via N. Sauro 38,23100,Sondrio
30,Lombardia,323,Ats Della Montagna,Via N. Sauro 38,23100,Sondrio
30,Lombardia,323,Ats Della Montagna,Via N. Sauro 38,23100,Sondrio
30,Lombardia,323,Ats Della Montagna,Via N. Sauro 38,23100,Sondrio
30,Lombardia,323,Ats Della Montagna,Via N. Sauro 38,23100,Sondrio
30,Lombardia,327,Ats Della Val Padana,Via Dei Toscani 1,46100,Mantova
30,Lombardia,327,Ats Della Val Padana,Via Dei Toscani 1,46100,Mantova
30,Lombardia,327,Ats Della Val Padana,Via Dei Toscani 1,46100,Mantova
30,Lombardia,327,Ats Della Val Padana,Via Dei Toscani 1,46100,Mantova
30,Lombardia,327,Ats Della Val Padana,Via Dei Toscani 1,46100,Mantova
30,Lombardia,327,Ats Della Val Padana,Via Dei Toscani 1,46100,Mantova
30,Lombardia,325,Ats Di Bergamo,Via Gallicciolli 4,24121,Bergamo
30,Lombardia,325,Ats Di Bergamo,Via Gallicciolli 4,24121,Bergamo
30,Lombardia,325,Ats Di Bergamo,Via Gallicciolli 4,24121,Bergamo
30,Lombardia,325,Ats Di Bergamo,Via Gallicciolli 4,24121,Bergamo
30,Lombardia,325,Ats Di Bergamo,Via Gallicciolli 4,24121,Bergamo
30,Lombardia,325,Ats Di Bergamo,Via Gallicciolli 4,24121,Bergamo
30,Lombardia,326,Ats Di Brescia,Viale Duca Degli Abruzzi 15,25122,Brescia
30,Lombardia,326,Ats Di Brescia,Viale Duca Degli Abruzzi 15,25122,Brescia
30,Lombardia,326,Ats Di Brescia,Viale Duca Degli Abruzzi 15,25122,Brescia
30,Lombardia,326,Ats Di Brescia,Viale Duca Degli Abruzzi 15,25122,Brescia
30,Lombardia,326,Ats Di Brescia,Viale Duca Degli Abruzzi 15,25122,Brescia
30,Lombardia,326,Ats Di Brescia,Viale Duca Degli Abruzzi 15,25122,Brescia
30,Lombardia,328,Ats Di Pavia,Viale Indipendenza 1,27100,Pavia
30,Lombardia,328,Ats Di Pavia,Viale Indipendenza 1,27100,Pavia
30,Lombardia,328,Ats Di Pavia,Viale Indipendenza 1,27100,Pavia
30,Lombardia,328,Ats Di Pavia,Viale Indipendenza 1,27100,Pavia
30,Lombardia,328,Ats Di Pavia,Viale Indipendenza 1,27100,Pavia
30,Lombardia,328,Ats Di Pavia,Viale Indipendenza 1,27100,Pavia
100,Umbria,201,Ausl Umbria N.1,Via G. Guerra  21/17,6127,Perugia
100,Umbria,201,Ausl Umbria N.1,Via G. Guerra  21/17,6127,Perugia
100,Umbria,201,Ausl Umbria N.1,Via G. Guerra  21/17,6127,Perugia
100,Umbria,201,Ausl Umbria N.1,Via G. Guerra  21/17,6127,Perugia
100,Umbria,201,Ausl Umbria N.1,Via G. Guerra  21/17,6127,Perugia
100,Umbria,201,Ausl Umbria N.1,Via G. Guerra  21/17,6127,Perugia
100,Umbria,201,Ausl Umbria N.1,Via G. Guerra  21/17,6127,Perugia
100,Umbria,201,Ausl Umbria N.1,Via G. Guerra  21/17,6127,Perugia
100,Umbria,201,Ausl Umbria N.1,Via G. Guerra  21/17,6127,Perugia
100,Umbria,202,Ausl Umbria N.2,Viale Bramante  37,5100,Terni
100,Umbria,202,Ausl Umbria N.2,Viale Bramante  37,5100,Terni
100,Umbria,202,Ausl Umbria N.2,Viale Bramante  37,5100,Terni
100,Umbria,202,Ausl Umbria N.2,Viale Bramante  37,5100,Terni
100,Umbria,202,Ausl Umbria N.2,Viale Bramante  37,5100,Terni
100,Umbria,202,Ausl Umbria N.2,Viale Bramante  37,5100,Terni
100,Umbria,202,Ausl Umbria N.2,Viale Bramante  37,5100,Terni
100,Umbria,202,Ausl Umbria N.2,Viale Bramante  37,5100,Terni
100,Umbria,202,Ausl Umbria N.2,Viale Bramante  37,5100,Terni
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,L'Aquila  Via G. Bellisari Snc,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,Via G. Bellisari Snc,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,Via G. Bellisari Snc,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,Via G. Bellisari Snc,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,L'Aquila  Via G. Bellisari Snc,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,L'Aquila  Via G. Bellisari Snc,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,L'Aquila  Via G. Bellisari Snc -,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,L'Aquila  Via G. Bellisari Snc -,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,L'Aquila  Via G. Bellisari Snc,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,L'Aquila  Via G. Bellisari Snc -,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,L'Aquila  Via G. Bellisari Snc -,67100,L'Aquila
130,Abruzzo,201,Avezzano-Sulmona-L'Aquila,L'Aquila  Via G. Bellisari Snc,67100,L'Aquila
200,Sardegna,201,Azienda Per La Tutela Della Salute,Via Monte Grappa 82,7100,Sassari
200,Sardegna,201,Azienda Per La Tutela Della Salute,Via Monte Grappa 82,7100,Sassari
200,Sardegna,201,Azienda Per La Tutela Della Salute,Via Monte Grappa 82,7100,Sassari
200,Sardegna,201,Azienda Per La Tutela Della Salute,Via Monte Grappa 82,7100,Sassari
200,Sardegna,201,Azienda Per La Tutela Della Salute,Via Monte Grappa 82,7100,Sassari
41,Prov. Auton. Bolzano,201,Azienda Sanitaria Della P.A. Di Bolzano,Via Cassa Di Risparmio 4,39100,Bolzano
41,Prov. Auton. Bolzano,201,Azienda Sanitaria Della P.A. Di Bolzano,Via Cassa Di Risparmio 4,39100,Bolzano
41,Prov. Auton. Bolzano,201,Azienda Sanitaria Della P.A. Di Bolzano,Via Cassa Di Risparmio 4,39100,Bolzano
41,Prov. Auton. Bolzano,201,Azienda Sanitaria Della P.A. Di Bolzano,Via Cassa Di Risparmio 4,39100,Bolzano
41,Prov. Auton. Bolzano,201,Azienda Sanitaria Della P.A. Di Bolzano,Via Cassa Di Risparmio 4,39100,Bolzano
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,202,Azienda Sanitaria Locale Di Matera  Asm,Via Montescaglioso 20,75100,Matera
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
170,Basilicata,201,Azienda Sanitaria Locale Di Potenza Asp,Via Torraca 2,85100,Potenza
20,Valle D'Aosta,101,Azienda U.S.L. Valle D'Aosta,Via Guido Rey 1,11100,Aosta
20,Valle D'Aosta,101,Azienda U.S.L. Valle D'Aosta,Via Guido Rey 1,11100,Aosta
20,Valle D'Aosta,101,Azienda U.S.L. Valle D'Aosta,Via Guido Rey 1,11100,Aosta
20,Valle D'Aosta,101,Azienda U.S.L. Valle D'Aosta,Via Guido Rey 1,11100,Aosta
20,Valle D'Aosta,101,Azienda U.S.L. Valle D'Aosta,Via Guido Rey 1,11100,Aosta
20,Valle D'Aosta,101,Azienda U.S.L. Valle D'Aosta,Via Guido Rey 1,11100,Aosta
20,Valle D'Aosta,101,Azienda U.S.L. Valle D'Aosta,Via Guido Rey 1,11100,Aosta
20,Valle D'Aosta,101,Azienda U.S.L. Valle D'Aosta,Via Guido Rey 1,11100,Aosta
