Address,Name,CAP,City,Region Code,Region,Latitude,Longitude,ID
"Corso Regina Margherita, 134,PALATINA DEL DOTT. MEDA MAURILIO,10153,TORINO,10,PIEMONTE,""45,0805626457902"",""7,67253301111757""",,,,,,,,OHF477
"Corso Regina Margherita, 134,PALATINA,10153,TORINO,10,PIEMONTE,""45,0805626457902"",""7,67253301111757""",,,,,,,,OJO422
"Via Reggio, 1,BORGO ROSSINI DI BALBI ALDO TOGNACCA,10153,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,HXF676
"Via Cigna, 118,FARMACIA DORA DI RATTO ALESSANDRO,10155,TORINO,10,PIEMONTE,""44,9885229"",""7,6603768""",,,,,,,,CFP305
"Via Cigna, 118,DORA,10155,TORINO,10,PIEMONTE,""44,9885229"",""7,6603768""",,,,,,,,EKU599
"Via Antonio Cecchi, 54,DORA,10152,TORINO,10,PIEMONTE,""44,9885229"",""7,6603768""",,,,,,,,DUD189
"Piazza della Repubblica, 21,PORTA PALAZZO,10152,TORINO,10,PIEMONTE,""45,0766666431728"",""7,68353406914557""",,,,,,,,EFB257
"Piazza della Repubblica, 21,PORTA PALAZZO SAS DEL DR. ILLENGO CARLO E C.,10152,TORINO,10,PIEMONTE,""45,0766666431728"",""7,68353406914557""",,,,,,,,JBI517
"Corso Regina Margherita, 114,SANTA GIUSTINA,10152,TORINO,10,PIEMONTE,""45,0805626457902"",""7,67253301111757""",,,,,,,,GPJ981
"Corso Giulio Cersare, 48,DUTTO SNC DEL DOTT. MICHELE ROAGNA E C.,10152,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,WLB352
"Corso Giulio Cesare, 48,DUTTO SNC DEL DOTT. MICHELE ROAGNA E C.,10152,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,SZY559
"Corso Regio Parco, 36/bis/B,""DEI FIORI SNC DEI DOTT.RI LANTELME FAISAN, BONELLO E GIORI"",10153,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,KRT913
"Corso Regio Parco, 38,""DEI FIORI SNC DEI DOTT.RI LANTELME FAISAN, BONELLO E GIORI"",10153,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,INJ484
"Via Francesco Cigna, 53,CIGNA SAS DELA DR.SSA BELLONE GIADA & C.,10152,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,NTD426
"Corso Principe Oddone, 28,FARMACIA DELL'AUSILIATRICE DI MARCO AMBROIS & C. S.N.C.,10152,TORINO,10,PIEMONTE,""45,0790743780802"",""7,6699317273753""",,,,,,,,NWP304
"Corso Principe Oddone, 28,DELL'AUSILIATRICE DI MARCO AMBROIS E C. SAS,10152,TORINO,10,PIEMONTE,""45,0790743780802"",""7,6699317273753""",,,,,,,,NKB734
"Corso Giulio Cesare, 24,AURORA SNC DELLE DOTT.SSE PAOLA BEVILACQUA ED ELENA FARALDI,10152,TORINO,10,PIEMONTE,""45,0982430048288"",""7,69753880661109""",,,,,,,,RBC173
"Via Francesco Cigna, 44,DON BOSCO,10152,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,HZN850
"Via Oropa, 69,FARMACIE COMUNALI TORINO S.p.A. FC N. 4 -,10153,TORINO,10,PIEMONTE,""45,0729150166135"",""7,72076537817486""",,,,,,,,TNC633
"Via Oropa, 69,COMUNALE 4,10153,TORINO,10,PIEMONTE,""45,0729150166135"",""7,72076537817486""",,,,,,,,BGB681
"Via Oropa, 69,COMUNALE 4 - AFC,10153,TORINO,10,PIEMONTE,""45,0729150166135"",""7,72076537817486""",,,,,,,,HJK290
"Corso Brianza, 22,MAGISTRA S.A.S. DI DR. MARINELLO STEFANO & C.,10153,TORINO,10,PIEMONTE,""45,0725968814364"",""7,71899926438224""",,,,,,,,YSW702
"Corso Brianza, 22,MARINELLO DI MAGISTRA SAS DEL DR. MARINELLO STEFANO & C.,10153,TORINO,10,PIEMONTE,""45,0725968814364"",""7,71899926438224""",,,,,,,,NOK693
"Corso Brianza, 22,SACCO,10153,TORINO,10,PIEMONTE,""45,0725968814364"",""7,71899926438224""",,,,,,,,NOY471
"Corso Belgio, 97,MAGISTRA S.R.L.,10153,TORINO,10,PIEMONTE,""45,0725968814364"",""7,71899926438224""",,,,,,,,RYO519
"Corso Belgio, 151/B,FARMACIE COMUNALI TORINO S.p.A. FC N. 21-,10153,TORINO,10,PIEMONTE,""45,0743177001711"",""7,72121904973911""",,,,,,,,KNH174
"Corso Belgio, 151/B,COMUNALE 21,10153,TORINO,10,PIEMONTE,""45,0743177001711"",""7,72121904973911""",,,,,,,,DQX722
"Corso Belgio, 151/B,COMUNALE 21- AFC,10153,TORINO,10,PIEMONTE,""45,0743177001711"",""7,72121904973911""",,,,,,,,TYC914
"Corso Regina Margherita, 66/bis,CORSO REGINA DI FARMACIA SANTA MARIA SNC DI GARELLI MICHELA G. E MARIO,10153,TORINO,10,PIEMONTE,""45,0805626457902"",""7,67253301111757""",,,,,,,,USQ616
"Via Vanchiglia, 29/A,NAZIONALE DEI DOTT.RI BARBARA E ALBERTO TRUFFELLI SNC,10124,TORINO,10,PIEMONTE,""45,0687099562759"",""7,69957340101942""",,,,,,,,JCV452
"Corso San Maurizio, 35,DELLA MOLE DI FARMACIA MARIA CRISTINA SAS DEL DR. PAUTASSO RENATO E C.,10124,TORINO,10,PIEMONTE,""45,0741703658225"",""7,69013134251439""",,,,,,,,YQG256
"Corso San Maurizio, 35,DELLA MOLE SAS,10124,TORINO,10,PIEMONTE,""45,0741703658225"",""7,69013134251439""",,,,,,,,XDT905
"Corso San Maurizio, 35,DELLA MOLE ANTONELLIANA,10124,TORINO,10,PIEMONTE,""45,0741703658225"",""7,69013134251439""",,,,,,,,BXS520
"Corso Belgio, 41,SQUILLARIO,10153,TORINO,10,PIEMONTE,""45,0743177001711"",""7,72121904973911""",,,,,,,,ISN111
"Via Santa Giulia, 38,SANTA GIULIA DI SERRA DOTT. G. E C. SNC,10124,TORINO,10,PIEMONTE,""45,0675501"",""7,70197735""",,,,,,,,MXV776
"Corso Belgio, 180,CARUSO,10153,TORINO,10,PIEMONTE,""45,0743177001711"",""7,72121904973911""",,,,,,,,OBA695
"Corso Belgio, 180,CARUSO DI MARINELLI ALFREDO,10153,TORINO,10,PIEMONTE,""45,0743177001711"",""7,72121904973911""",,,,,,,,VEU236
"Corso Belgio, 180,MARINELLI ALFREDO,10153,TORINO,10,PIEMONTE,""45,0743177001711"",""7,72121904973911""",,,,,,,,QXJ452
"Corso S. Maurizio, 67,PORINELLI,10124,TORINO,10,PIEMONTE,""45,0741703658225"",""7,69013134251439""",,,,,,,,FGK134
"Corso Giulio Cesare, 158,MONTEROSA SNC DI EMALDI VISTOLI ANTONIA E ZANINI ELISA,10154,TORINO,10,PIEMONTE,""45,0982430048288"",""7,69753880661109""",,,,,,,,HIR753
"Piazza Ottorino Respighi, 3,""DELLE MADDALENE SNC DI SERGIO, EMANUELA E GIANLUCA PETTAZZI"",10154,TORINO,10,PIEMONTE,""45,0925361594916"",""7,70350609154296""",,,,,,,,ZIO103
"Via Brandizzo, 90,""GRANERO SNC DEI DR.I GRANERO LUCIANO, LAURA E PAOLA"",10154,TORINO,10,PIEMONTE,""45,091193934813"",""7,69869029659072""",,,,,,,,WVK932
"Corso Vercelli, 111,CERVINO,10155,TORINO,10,PIEMONTE,""45,468437332857"",""7,89495225047617""",,,,,,,,XQL552
"Largo Sempione, 186/C,GOTTARDO SAS,10155,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,DMH622
"Largo Sempione, 186/C,GOTTARDO,10155,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,BSU288
"Via Pier Luigi Palestrina, 49,ROBINO,10155,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,ZMX657
"Corso Vercelli, 74,VAGNINO DI FEDELI SAS DEL DOT. MARINELLO STEFANO & C.,10155,TORINO,10,PIEMONTE,""45,468437332857"",""7,89495225047617""",,,,,,,,HGV110
"Piazza Crispi, 60,Farmacia Gli Speziali Di Fedeli S.a.s.,10154,TORINO,10,PIEMONTE,""45,468437332857"",""7,89495225047617""",,,,,,,,TFV728
"Corso Palermo, 119,MADONNA DELLA PACE,10154,TORINO,10,PIEMONTE,""45,0787589812147"",""7,69266388354032""",,,,,,,,FJI423
"Corso Palermo, 119,MADONNA DELLA PACE S.A.S. DEL DR. BOLLO VITTORIO & C.,10154,TORINO,10,PIEMONTE,""45,0787589812147"",""7,69266388354032""",,,,,,,,FIR621
"Via Bologna, 91/D,OMEOPATICA DABBENE SAS DI DABBENE DOTT. PAOLO & C.,10154,TORINO,10,PIEMONTE,""45,0864568278439"",""7,70472994199909""",,,,,,,,JLB327
"Via Bologna, 91/D,OMEOPATICA DABBENE DI ZINA F. E C. SAS,10154,TORINO,10,PIEMONTE,""45,0864568278439"",""7,70472994199909""",,,,,,,,KOA237
"Via Bologna, 91/D,OMEOPATICA DABBENE DI DABBENE DOTT. PAOLO & C. - S.A.S.,10154,TORINO,10,PIEMONTE,""45,0864568278439"",""7,70472994199909""",,,,,,,,DCE957
"Via Crescentino, 34,CALANDRA SNC DEI DR.I GIORGIO E MARIO CALANDRA,10154,TORINO,10,PIEMONTE,""45,0901478863302"",""7,69734826332314""",,,,,,,,QYE996
"Via Sempione, 112,POLICLINICO DI GAMBARINI DR.SSA LAURA & C. SNC,10155,TORINO,10,PIEMONTE,""45,0920824486312"",""7,70961875958768""",,,,,,,,CPG348
"Via Sempione, 112,Farmacia Policlinico Del Dott. Giani Paolo & C. S.a.s.,10155,TORINO,10,PIEMONTE,""45,0920824486312"",""7,70961875958768""",,,,,,,,HCQ866
"Corso Vercelli, 236,COMUNALE 12 - AFC,10155,TORINO,10,PIEMONTE,""45,468437332857"",""7,89495225047617""",,,,,,,,QNI180
"Corso Vercelli, 236,COMUNALE 12,10155,TORINO,10,PIEMONTE,""45,468437332857"",""7,89495225047617""",,,,,,,,DEG553
"Corso Vercelli, 236,FARMACIE COMUNALI TORINO S.p.A. FC N. 12 -,10155,TORINO,10,PIEMONTE,""45,468437332857"",""7,89495225047617""",,,,,,,,YSX879
"Via Ivrea, 47/49,COMUNALE 20 - AFC,10156,TORINO,10,PIEMONTE,""45,1151095268104"",""7,70588392698536""",,,,,,,,DAR223
"Corso Romania, 460,COMUNALE 20 - AFC,10156,TORINO,10,PIEMONTE,""45,1151095268104"",""7,70588392698536""",,,,,,,,LLL289
"Via Ivrea, 47/49,FARMACIE COMUNALI TORINO S.p.A. FC N. 20 -,10156,TORINO,10,PIEMONTE,""45,1151095268104"",""7,70588392698536""",,,,,,,,HZJ879
"Via Ivrea, 47/49,COMUNALE 20,10156,TORINO,10,PIEMONTE,""45,1151095268104"",""7,70588392698536""",,,,,,,,LDB875
"Corso Romania, 460,COMUNALE 20,10156,TORINO,10,PIEMONTE,""45,1151095268104"",""7,70588392698536""",,,,,,,,VBV242
"Corso Vercelli, 195,FARMACIA SANTI ANGELI CUSTODI S.N.C. DEI DOTTORI CHIERICI CRISTINA MARIA E GIAN MARIO,10155,TORINO,10,PIEMONTE,""45,468437332857"",""7,89495225047617""",,,,,,,,RMJ232
"Corso Vercelli, 195,SANTI ANGELI CUSTODI,10155,TORINO,10,PIEMONTE,""45,468437332857"",""7,89495225047617""",,,,,,,,ERH217
"Via degli Abeti, 10,FARMACIE COMUNALI TORINO S.p.A. FC N. 41 -,10156,TORINO,10,PIEMONTE,""45,130801472654"",""7,71039829576955""",,,,,,,,NJO367
"Via degli Abeti, 10,COMUNALE 41 - AFC,10156,TORINO,10,PIEMONTE,""45,130801472654"",""7,71039829576955""",,,,,,,,OZM514
"Via degli Abeti, 10,COMUNALE 41,10156,TORINO,10,PIEMONTE,""45,130801472654"",""7,71039829576955""",,,,,,,,BAU392
"Via Nino Oxilia, 13,FRANCO,10155,TORINO,10,PIEMONTE,""45,1053921481652"",""7,69916053606519""",,,,,,,,RYT135
"Piazza Solferino, 5,FRANCO DI RIZZATO MARA & C. SAS,10155,TORINO,10,PIEMONTE,""45,1053921481652"",""7,69916053606519""",,,,,,,,CLB740
"Piazza Solferino, 5,FRANCO SNC DI EREDI DOTT.SSA CARLA FRANCO,10155,TORINO,10,PIEMONTE,""45,1053921481652"",""7,69916053606519""",,,,,,,,NPS665
"Via Nicola Porpora, 27,PORPORA SNC DEI DOTT.RI ARGANO G. E VISENTIN R. & C.,10155,TORINO,10,PIEMONTE,""45,1005917850588"",""7,69636931595592""",,,,,,,,MNO676
"Via Nicola Porpora, 41,PORPORA SNC DEI DOTT.RI ARGANO G. E VISENTIN R. & C.,10155,TORINO,10,PIEMONTE,""45,1005917850588"",""7,69636931595592""",,,,,,,,HLB186
"Viale Falchera, 70/b,""DELLA STURA SNC DEI DR.I GIOVANNI, ALESSANDRO E MASSIMO AVRAMO"",10156,TORINO,10,PIEMONTE,""45,12671480000000"",""7,708719000000000""",,,,,,,,NAM186
"Viale Falchera, 70/b,DELLA STURA,10156,TORINO,10,PIEMONTE,""45,12671480000000"",""7,708719000000000""",,,,,,,,LMV663
"Viale Falchera, 70/D,DELLA STURA SAS DI DR. GIOVANNI AVRAMO & C,10156,TORINO,10,PIEMONTE,""45,12671480000000"",""7,708719000000000""",,,,,,,,YKV662
"Viale Falchera, 70/B,DELLA STURA SAS DI DR. GIOVANNI AVRAMO & C,10156,TORINO,10,PIEMONTE,""45,12671480000000"",""7,708719000000000""",,,,,,,,FOB574
"Strada San Mauro, 35,SANT' AGNESE,10156,TORINO,10,PIEMONTE,""45,1006978658907"",""7,73354370637473""",,,,,,,,LGF235
"Strada San Mauro, 35,SANT'AGNESE DI GUIDETTI DOTT. ROBERTA,10156,TORINO,10,PIEMONTE,""45,1006978658907"",""7,73354370637473""",,,,,,,,PLU760
"Corso Taranto, 15,SAN MICHELE,10154,TORINO,10,PIEMONTE,""45,1023704973984"",""7,69753626781592""",,,,,,,,OEC977
"Strada San Mauro, 179,BALOSSINO DI BALOSSINO DOTT. MARCO,10156,TORINO,10,PIEMONTE,""45,1006978658907"",""7,73354370637473""",,,,,,,,IOK243
"Strada San Mauro, 179,BALOSSINO,10156,TORINO,10,PIEMONTE,""45,1006978658907"",""7,73354370637473""",,,,,,,,FCN196
"Strada San Mauro, 172,Balossino,10156,TORINO,10,PIEMONTE,""45,1006978658907"",""7,73354370637473""",,,,,,,,UMK319
"Corso Taranto , 183/c,REGIO PARCO,10154,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,DJB839
"Via Bologna, 250/A,CESANO DI CESANO DOTT.SSA CHIARA,10154,TORINO,10,PIEMONTE,""45,0864568278439"",""7,70472994199909""",,,,,,,,DPN310
"Via Bologna, 250/A,CESANO SNC DI CESANO DOTT. PIER PAOLO & C.,10154,TORINO,10,PIEMONTE,""45,0864568278439"",""7,70472994199909""",,,,,,,,ZPR228
"Corso Giulio Cesare, 118,SEMPIONE,10154,TORINO,10,PIEMONTE,""45,0982430048288"",""7,69753880661109""",,,,,,,,TBE876
"Corso Giulio Cesare, 116/C,FARMACIA SEMPIONE DI SPADETTO ILEANA &amp; C. S.A.S.,10154,TORINO,10,PIEMONTE,""45,0982430048288"",""7,69753880661109""",,,,,,,,RCS984
"Via Ancina, 43/g,NOVARA DI NOVARA SILVIA,10154,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,IQQ121
"Via Ancina, 43/g,Novara Di Novara Silvia,10154,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,LFG641
"Via Ancina, 43/g,BESTENTE DI NOVARA SILVIA,10154,TORINO,10,PIEMONTE,""45,0709201"",""7,6859719""",,,,,,,,OBP694
"Corso Casale, 204,SANTA CROCE,10132,TORINO,10,PIEMONTE,""45,0822686327172"",""7,72992894685146""",,,,,,,,NLW438
"Corso Casale, 316,SASSI,10132,TORINO,10,PIEMONTE,""45,0822686327172"",""7,72992894685146""",,,,,,,,EFG213
"Via Castelnuovo, 5,SUBALPINA,10132,TORINO,10,PIEMONTE,""45,0664302645768"",""7,71079038275647""",,,,,,,,GNE899
"Piazza Borromini, 74,FARMACIA SUBALPINA,10132,TORINO,10,PIEMONTE,""45,0664302645768"",""7,71079038275647""",,,,,,,,CLR712
"Corso Casale, 110,""MADONNA DEL PILONE SNC DI GUGLIELMO G. E P., GIACHELLO G."",10132,TORINO,10,PIEMONTE,""45,0822686327172"",""7,72992894685146""",,,,,,,,GUS641
"Corso Casale, 110,MADONNA DEL PILONE SNC DI GUGLIELMO GABRIELLA E PATRIZIA E GIACHELLO G,10132,TORINO,10,PIEMONTE,""45,0822686327172"",""7,72992894685146""",,,,,,,,DPE971
"Corso Casale, 110,""MADONNA DEL PILONE SNC DI GUGLIELMO G. E P., GIACHELLO G. E GAZZANIGA"",10132,TORINO,10,PIEMONTE,""45,0822686327172"",""7,72992894685146""",,,,,,,,DDN924
"Via Giovanni Boccaccio, 16,BOCCACCIO,10132,TORINO,10,PIEMONTE,""45,069609707708"",""7,72601102675591""",,,,,,,,NRY936
"Via Lupo, 65,VECCO SNC DI VECCO EMILIO & C.,10095,GRUGLIASCO,10,PIEMONTE,""45,06395"",""7,57843""",,,,,,,,MJT627
"Via Lupo, 65,VECCO SNC DI VECCO RD GIORGIO E C.,10095,GRUGLIASCO,10,PIEMONTE,""45,06395"",""7,57843""",,,,,,,,ZVY697
"Via Edmondo De Amicis, 18,BORGATA PARADISO,10093,COLLEGNO,10,PIEMONTE,""45,075997"",""7,59121505""",,,,,,,,BIX295
"Via Lamarmora, 43,INVERNIZZI,10093,COLLEGNO,10,PIEMONTE,""45,0763"",""7,568960000000000""",,,,,,,,ATW632
"Via Bardonecchia, 6,TERRACORTA,10093,COLLEGNO,10,PIEMONTE,""45,074312415265"",""7,55948624105712""",,,,,,,,WKL982
"Via L. Tron, 27,TORTA SNC DI TORTA DOTT. EMILIO E C.,10095,GRUGLIASCO,10,PIEMONTE,""45,055464287323"",""7,59324443422075""",,,,,,,,WGG152
"Corso Francia, 81,SANTA MONICA Barrilla' Giovanni,10093,COLLEGNO,10,PIEMONTE,""45,0731025"",""7,5761271""",,,,,,,,WLM804
"Corso Francia, 65,FARMACIA SANTA MONICA S.A.S. DI BERGONZO DOTT. GIUSEPPE & C.,10093,COLLEGNO,10,PIEMONTE,""45,0731025"",""7,5761271""",,,,,,,,TIR341
"Corso Francia, 81,SANTA MONICA SAS DI BERGONZO GIUSEPPE,10093,COLLEGNO,10,PIEMONTE,""45,0731025"",""7,5761271""",,,,,,,,FWK210
"Via Antica di Rivoli, 32,ANTICA CERTOSA,10093,COLLEGNO,10,PIEMONTE,""45,0831802208959"",""7,56186178623851""",,,,,,,,OTO953
"Viale XXIV Maggio, 32,CENTRALE,10093,COLLEGNO,10,PIEMONTE,""45,0750498"",""7,5741549""",,,,,,,,GLD245
"Corso Francia, 157,SANTA MARIA DI FATE SAS DEL DOTT. TENIVELLA FRANCO E C.,10093,COLLEGNO,10,PIEMONTE,""45,0731025"",""7,5761271""",,,,,,,,NKR542
"Corso Francia, 157/a,Farmacia Santa Maria Di Fate Srl,10093,COLLEGNO,10,PIEMONTE,""45,0731025"",""7,5761271""",,,,,,,,BOI854
"Via Lamarmora, 245,""LAMARMORA SNC DEI DOTT.RI TROTTA CARLO, CLAUDIA E STEFANO"",10095,GRUGLIASCO,10,PIEMONTE,""45,0702"",""7,585210000000000""",,,,,,,,RMY804
"Strada Torino Druento, 10,SANT'ANTONIO DI  REGINI DR.SSA ALIDA,10093,COLLEGNO,10,PIEMONTE,""45,11538900000000"",""7,614636""",,,,,,,,VDR744
"Strada Torino Druento, 10,SANT'ANTONIO DI ALYMA SNC,10093,COLLEGNO,10,PIEMONTE,""45,11538900000000"",""7,614636""",,,,,,,,FPU175
"Str. Torino Druento, 10,AURELI,10093,COLLEGNO,10,PIEMONTE,""45,11538900000000"",""7,614636""",,,,,,,,RNO309
"Via Partigiani, 38,OLTRE DORA,10093,COLLEGNO,10,PIEMONTE,""45,0925562"",""7,571486300000000""",,,,,,,,KHP576
"Viale Radich, 21,SANTA GIULIA DEL GRUPPO F.CIE POPOLARI SUBALPINE SAS DI CREPALDI E.,10095,GRUGLIASCO,10,PIEMONTE,""45,055464287323"",""7,59324443422075""",,,,,,,,IIO449
"Via Germonio, 3,SANTA GIULIA DEL GRUPPO F.CIE POPOLARI SUBALPINE SAS DI CREPALDI E.,10095,GRUGLIASCO,10,PIEMONTE,""45,055464287323"",""7,59324443422075""",,,,,,,,QBF873
"Viale Gramsci, 152,BONZANO,10095,GRUGLIASCO,10,PIEMONTE,""45,06969"",""7,57985""",,,,,,,,RAD114
"Via Fabbrichetta, 11,LEUMANN S.A.S. DI TORCHIO DR.GIANMARIO & C.,10096,COLLEGNO,10,PIEMONTE,""45,0670938713641"",""7,56172646311543""",,,,,,,,FLW160
"Via Fabbrichetta, 11,LEUMANN S.A.S.,10096,COLLEGNO,10,PIEMONTE,""45,0670938713641"",""7,56172646311543""",,,,,,,,HEI473
"Piazza I Maggio, 8,PEIRANO,10095,GRUGLIASCO,10,PIEMONTE,""45,067712"",""7,562486000000000""",,,,,,,,JPQ342
"Via Crea, 10 - Shop Ville Le Gru,I GELSI,10095,GRUGLIASCO,10,PIEMONTE,""45,055464287323"",""7,59324443422075""",,,,,,,,GLF503
"Via Crea, 10 - Shop Ville Le Gru,I GELSI DELLA DR.SSA ALLOI ANNALISA E C. SAS,10095,GRUGLIASCO,10,PIEMONTE,""45,055464287323"",""7,59324443422075""",,,,,,,,DMR312
"Via Moncalieri, 122,SANTA MARIA SNC DI GARELLI MICHELA G. E FOLCO ANNA MARIA G.,10095,GRUGLIASCO,10,PIEMONTE,""45,0449980912998"",""7,61560367681112""",,,,,,,,DSF954
"Via Fratelli Piol, 7,MAESTRA DI BRACOTTI DABBENE SNC,10098,RIVOLI,10,PIEMONTE,""45,0705555988424"",""7,51876423623767""",,,,,,,,WYF501
"Via Fratelli Piol, 7,BOIDO EREDE BOIDO DOTT.SSA ELISABETTA,10010,RIVOLI,10,PIEMONTE,""45,0705555988424"",""7,51876423623767""",,,,,,,,HVG626
"Via Fratelli Piol, 35,MAESTRA DI DABBENE SNC DEI DOTT.RI DABENNE PAOLO E DEBERNARDI MARVIT,10098,RIVOLI,10,PIEMONTE,""45,0705555988424"",""7,51876423623767""",,,,,,,,URX775
"Via Fratelli Piol, 7,BOIDO EREDE BOIDO DOTT.SSA ELISABETTA,10098,RIVOLI,10,PIEMONTE,""45,0705555988424"",""7,51876423623767""",,,,,,,,TMF771
"Via FRATELLI PIOL, 35,FARMACIA MAESTRA DI DABBENE S.R.L,10098,RIVOLI,10,PIEMONTE,""45,0705555988424"",""7,51876423623767""",,,,,,,,QXR765
"Via De Gasperi, 24/A,AZIENDA SPECIALE MULTISERVIZI N.10 DEL COMUNE DI VENARIA,10098,RIVOLI,10,PIEMONTE,""45,0667465461572"",""7,52356351152809""",,,,,,,,JUQ247
"Via De Gasperi, 24,COMUNALE 2,10098,RIVOLI,10,PIEMONTE,""45,0667465461572"",""7,52356351152809""",,,,,,,,AZX563
"Corso Francia, 127,SANTA CRISTINA,10090,RIVOLI,10,PIEMONTE,""45,0704855016682"",""7,52091217444254""",,,,,,,,SCK979
"Corso Francia, 127,SANTA CRISTINA,10098,RIVOLI,10,PIEMONTE,""45,0704855016682"",""7,52091217444254""",,,,,,,,DAL139
"Corso Francia, 127,SANTA CRISTINA SNC DEI DR.I PAOLO ED ENRICA MARIA TARGHETTA,10098,RIVOLI,10,PIEMONTE,""45,0704855016682"",""7,52091217444254""",,,,,,,,ECJ544
"Via Fellonia, 34,COMUNALE 3,10098,RIVOLI,10,PIEMONTE,""45,0705321"",""7,563606700000000""",,,,,,,,PSL350
"Corso Susa, 42,BRACOTTI SAS DI BRACOTTI BEATRICE E BRACOTTI FRANCESCO & C.,10098,RIVOLI,10,PIEMONTE,""45,0810729400191"",""7,50573099461938""",,,,,,,,DJA883
"Corso Susa, 42,FARMACIA REALE S.R.L.,10098,RIVOLI,10,PIEMONTE,""45,0810729400191"",""7,50573099461938""",,,,,,,,XFX387
"Corso Susa, 42,""REALE SNC DI GUGLIELMETTO ELENA C., DABBENE PAOLO E DEBERNARDI  MARVIT"",10098,RIVOLI,10,PIEMONTE,""45,0810729400191"",""7,50573099461938""",,,,,,,,HJY346
"Corso Susa, 42,BRACOTTI,10098,RIVOLI,10,PIEMONTE,""45,0810729400191"",""7,50573099461938""",,,,,,,,GLV610
"Piazza Cavallero, 1,FARMACIA VITTORIA DELLA DR.SSA MONGARDI MARIA VITTORIA,10098,RIVOLI,10,PIEMONTE,""45,06265935"",""7,51918205""",,,,,,,,WTF597
"Piazza Cavallero, 1,VISCOVO,10098,RIVOLI,10,PIEMONTE,""45,06265935"",""7,51918205""",,,,,,,,RSJ644
"Piazza Cavallero, 1,FARMACIA VISCOVO DI MONGARDI VITTORIA MARIA,10098,RIVOLI,10,PIEMONTE,""45,06265935"",""7,51918205""",,,,,,,,EPG344
"Corso Francia, 4,CENTRALE SAS DI BAGNASCO DR.SSA PAOLA & C,10098,RIVOLI,10,PIEMONTE,""45,0704855016682"",""7,52091217444254""",,,,,,,,FZG819
"Corso Francia, 4,Farmacia Centrale Rivoli S.r.l.,10098,RIVOLI,10,PIEMONTE,""45,0704855016682"",""7,52091217444254""",,,,,,,,EXJ350
"Corso Francia, 4,CENTRALE DI RIGAZIO DOTT. ANDREA SNC,10098,RIVOLI,10,PIEMONTE,""45,0704855016682"",""7,52091217444254""",,,,,,,,VQV485
"Via Buttigliera, 15,GAVOTTI,10090,ROSTA,10,PIEMONTE,""45,0749227235945"",""7,46656669546623""",,,,,,,,VBC986
"Viale Carr¿, 20,COMUNALE 04,10010,RIVOLI,10,PIEMONTE,""45,07564"",""7,5558""",,,,,,,,XQQ308
"Viale Carr, 20,COMUNALE 04,10098,RIVOLI,10,PIEMONTE,""45,07564"",""7,5558""",,,,,,,,XAW787
"Viale Carrù, 20,COMUNALE 04,10098,RIVOLI,10,PIEMONTE,""45,07564"",""7,5558""",,,,,,,,GXU182
"Viale Carrù, 20,Comunale 04,10098,RIVOLI,10,PIEMONTE,""45,07564"",""7,5558""",,,,,,,,UCY601
"Via Cruto, 25,SAN GIACOMO DEL DOTT. TORCHIO GIANMARIO E BERGONZO GIUSEPPE E C. SAS,10091,ALPIGNANO,10,PIEMONTE,""45,1009541413763"",""7,51703323117716""",,,,,,,,QVP428
"Via Cruto, 25,SAN GIACOMO,10091,ALPIGNANO,10,PIEMONTE,""45,1009541413763"",""7,51703323117716""",,,,,,,,FUY997
"Via Cavour, 34/e/f,AZIENDA SPECIALE MULTISERVIZI - F. 5,10091,ALPIGNANO,10,PIEMONTE,""45,1009541413763"",""7,51703323117716""",,,,,,,,UFY577
"Via Pietro Nenni, 7,AZIENDA SPECIALE MULTISERVIZI - F. 5,10091,ALPIGNANO,10,PIEMONTE,""45,1009541413763"",""7,51703323117716""",,,,,,,,XZN694
"Via Montelera, 18,MICHELONI,10040,VAL DELLA TORRE,10,PIEMONTE,""45,1542226411634"",""7,44733402968128""",,,,,,,,CZL697
"Corso Susa, 134/bis,INTERNAZIONALE,10098,RIVOLI,10,PIEMONTE,""45,0810729400191"",""7,50573099461938""",,,,,,,,YXZ778
"Corso Susa, 152/A,INTERNAZIONALE DUE DI DUE S.A.S. DEL DOTTOR OLIOSI ENRICO E C.,10098,RIVOLI,10,PIEMONTE,""45,0810729400191"",""7,50573099461938""",,,,,,,,QXO340
